# pi_control,v0.2.0
# log for:, actuator.position
# date:, 2018_07_25_10_56_44
# meta:, 
# comment:,
time (s), position (raw)
0.011542659000042477,4786
0.012288076000004367,4786
0.025039485999514,4753
0.03555282199977228,4757
0.046596105999924475,4745
0.066284497000197,4743
0.0775249159996747,4745
0.08787309599938453,4742
0.09866742199938017,4751
0.10989805000008346,4746
0.12121820999982447,4742
0.1317678479999813,4744
0.14277337200019247,4748
0.15388280200022564,4745
0.16588671099998464,4743
0.17637171400019724,4743
0.1873667170002591,4741
0.19761015699987183,4761
0.20854021299965098,4741
0.21904005899978074,4749
0.23003636399971583,4748
0.24024115900010656,4745
0.2517990259993894,4745
0.26249720600026194,4750
0.2739363760001652,4746
0.28438700399965455,4743
0.29592362199946365,4743
0.3069060729994817,4744
0.3177990439999121,4741
0.3281656099998145,4744
0.33972358200026065,4742
0.3506167089999508,4750
0.36147681700003886,4753
0.3716507780000029,4741
0.3833281769993846,4758
0.39362656499997684,4741
0.4045598490001794,4745
0.41490714399969875,4756
0.4266861569994944,4749
0.43753220199960197,4746
0.44845569399967644,4754
0.4587301239998851,4744
0.4697024709994366,4753
0.4802607550000175,4756
0.491198519000136,4741
0.5020928439998897,4749
0.5137022230001094,4756
0.5242923300002076,4750
0.535915821999879,4753
0.5469463979998181,4755
0.5577968179995878,4743
0.5686712480001006,4743
0.579886458999681,4747
0.5963179219997983,4753
0.6079454250002527,4744
0.6263677219994861,4744
0.6373945479999747,4741
0.6485619989998668,4752
0.6617236689999118,4743
0.6793515909994312,4727
0.6915335209996556,4744
0.7017708149996906,4749
0.7134967559995857,4748
0.7245304050002233,4743
0.735478429000068,4747
0.7459045249997871,4745
0.7579203099994629,4743
0.7685317189998386,4746
0.7794103159994847,4749
0.7908336519994918,4744
0.8034061549997205,4745
0.8150766270000531,4743
0.8279445480002323,4744
0.8405022589995497,4745
0.854120076000072,4749
0.8659014849999949,4742
0.8787677909995182,4743
0.8898582100000567,4739
0.9009028489999764,4740
0.9114201949996641,4749
0.9225003020001168,4740
0.9336058779999803,4747
0.9449756209996849,4747
0.9554440609999801,4745
0.9672675020001407,4753
0.9781260989993825,4744
0.9893638100002136,4745
1.000780635999945,4753
1.0129816809994736,4751
1.023349756999778,4740
1.0343285620001552,4751
1.0448254399998405,4752
1.0560135159994388,4742
1.0665845080002327,4744
1.078242271999443,4747
1.089349566999772,4736
1.1002420699996946,4750
1.111597072999757,4749
1.1234302530001514,4742
1.1336958809997668,4750
1.1452052590002495,4748
1.1561747409996315,4748
1.1673715150000135,4752
1.1778126640001574,4745
1.189870635999796,4742
1.2003044929997486,4745
1.2110305890000745,4750
1.2214019459997871,4742
1.232528094999907,4749
1.2429380980001952,4750
1.2539202369998748,4744
1.264373728999999,4748
1.2754331589994763,4742
1.2865705579997666,4740
1.2983433219997096,4746
1.3088945740000781,4746
1.3207586399994398,4745
1.331424684999547,4750
1.3427021359993887,4750
1.3539598469997145,4745
1.3657891729999392,4746
1.376273967999623,4751
1.3879844399998547,4747
1.3990863179997177,4745
1.4099439249994248,4740
1.4206240319999779,4741
1.432667680999657,4754
1.443153152999912,4745
1.454397790999792,4740
1.4654946169994219,4748
1.4764963910001825,4741
1.4866651960001036,4736
1.4982288969995352,4750
1.508625931000097,4749
1.5196754649996365,4743
1.530077239000093,4753
1.5412562000001344,4747
1.5517016719995809,4750
1.563100528999712,4753
1.5734426669996537,4742
1.5846577749998687,4741
1.595976266999969,4744
1.6078561659996922,4745
1.6185178360001373,4744
1.6300861199997598,4752
1.6410966439998447,4742
1.6518705529997533,4743
1.6628486290001092,4749
1.6748696220001875,4741
1.6850716560002184,4742
1.6972569720001047,4753
1.7085262979999243,4741
1.7195941129994026,4741
1.7301133869996193,4751
1.741811150999638,4749
1.7584538109995265,4743
1.7697376690002784,4749
1.7815065260001575,4747
1.7929163210001207,4745
1.80328637599996,4742
1.8228609640000286,4744
1.8335805509996135,4748
1.8453292519998286,4750
1.8560358690001522,4741
1.8674252470000283,4752
1.8785801459998765,4749
1.8905716079998456,4746
1.9020046839996212,4745
1.9138327599994227,4753
1.9248794819995965,4744
1.9355928699997094,4748
1.9466782379995493,4752
1.9588478759997088,4748
1.96929142099998,4748
1.9807030909996683,4751
1.9918471559994941,4737
2.00306023200028,4741
2.0132668500000364,4750
2.0254994050001187,4745
2.035928209999838,4746
2.0466578479999953,4749
2.057327851000082,4739
2.0685441039995567,4748
2.07892655500018,4749
2.090519786999721,4744
2.101129269000012,4742
2.1122908349998397,4748
2.123353181999846,4745
2.135153080999771,4746
2.1457733959996403,4745
2.157599649000076,4748
2.1685320480000883,4745
2.179506217999915,4748
2.1906902310001897,4745
