# pi_control,v0.2.0
# log for:, strain
# date:, 2018_07_25_15_37_56
# meta:, 
# comment:,
time (s), strain (%)
0.12149113799978295,-0.3737041065436597
0.4498004989995934,-0.373259189753055
1.0264944059999834,-0.3000080563160908
1.7769442679996246,-0.30003222137057994
2.3415986799996062,-0.3685582807320431
2.87828621799963,-0.3
3.4377933609998763,-0.30001611198316547
4.140235716999996,-0.36372377447881665
4.951311689999784,-0.30001611198316547
5.2549791939995885,-0.30001611198316547
5.719387894999727,-0.3591022411721758
6.45153067199999,-0.3000080563160908
6.92267222099963,-0.3000402750910766
7.449507825999717,-0.30003222137057994
8.099511346999861,-0.30003222137057994
8.512179500999991,-0.3000563805860408
9.125095889999557,-0.30003222137057994
9.69841002899966,-0.34876289078509637
10.183111910999742,-0.3474290434236833
10.993625685999632,-0.30006443236066505
11.266665101999934,-0.34349492342389243
11.651664350999908,-0.3000402750910766
12.282509793999907,-0.3000563805860408
12.887041705999764,-0.3391235058978556
13.647877286999574,-0.33608541886558385
13.974859029999607,-0.3000563805860408
14.284396612999899,-0.3000563805860408
15.10036124599992,-0.30001611198316547
15.888910413999838,-0.30001611198316547
16.460476984999787,-0.30003222137057994
16.94832158700001,-0.30001611198316547
17.292188575999717,-0.3000080563160908
18.073536607999813,-0.3
18.449347468999804,-0.3
19.115116637999563,-0.3000241670013023
19.567426510999667,-0.3
19.83142681199979,-0.3000080563160908
20.16318597199961,-0.30001611198316547
20.88204933599991,-0.29998388542045623
21.491739912999947,-0.29999194303481463
22.28511305799975,-0.3
22.56072493099964,-0.30001611198316547
22.9790645639996,-0.30001611198316547
23.614238975999797,-0.30001611198316547
24.370479258999694,-0.30001611198316547
24.72176357599983,-0.3
25.242984759999672,-0.29998388542045623
25.740454041999783,-0.3
26.288783445999798,-0.29998388542045623
26.84744358299986,-0.30001611198316547
27.615465018999657,-0.3
27.899286517999826,-0.3000080563160908
28.20015118299989,-0.3
28.559888511999816,-0.37476179592685366
29.300385473999995,-0.3000241670013023
29.52829619699969,-0.3
30.208497671999794,-0.30001611198316547
30.642292852999617,-0.30001611198316547
31.3016990039996,-0.3000241670013023

