# pi_control,v0.2.0
# log for:, thermocouple
# date:, 2018_07_25_15_37_56
# meta:, ambient
# comment:,
time (s), temperature (C), internal temperature (C)
0.1153329269995993,25.5625,25.984375
0.44386932099996557,25.5625,25.953125
1.0205880709995654,25.5625,25.953125
1.7705206910000015,25.5,25.90625
2.335770938999758,25.5390625,25.953125
2.870505237999623,25.609375,25.984375
3.416234491999603,25.640625,26.015625
4.127194134999627,25.59375,25.953125
4.945091499999762,25.5234375,25.9375
5.244728200999816,25.5390625,25.9375
5.711880405999636,25.640625,26.015625
6.443903702999705,25.5859375,25.953125
6.9165957289997095,25.609375,25.984375
7.443584042999646,25.609375,25.984375
8.086727214999883,25.5625,25.953125
8.501869235999948,25.59375,26.015625
9.114801510999769,25.59375,26.015625
9.69244723599968,25.5390625,25.9375
10.176738490999924,25.546875,25.953125
10.987599662999855,25.5859375,25.953125
11.260761215000002,25.5390625,25.9375
11.644415508999828,25.515625,25.90625
12.276524812999924,25.5859375,25.984375
12.880765889999566,25.5859375,25.984375
13.633126320999963,25.5703125,25.9375
13.958006228999693,25.5859375,25.953125
14.267195008999806,25.5390625,25.953125
15.089108735999616,25.546875,25.953125
15.87855624299982,25.5625,25.953125
16.449487445999694,25.609375,25.953125
16.93746225699988,25.5859375,25.953125
17.280772367999816,25.6328125,25.984375
18.061409510999965,25.5390625,25.9375
18.437134016999607,25.59375,25.953125
19.10200948299962,25.6171875,25.984375
19.553102213999864,25.5703125,25.9375
19.82120857799964,25.609375,25.984375
20.152281537999897,25.671875,26.015625
20.87025776099972,25.65625,26.015625
21.48063563400001,25.5859375,25.953125
22.27369820399963,25.5859375,25.953125
22.549610181999924,25.5859375,25.953125
22.967378561999794,25.65625,25.984375
23.6025420889996,25.609375,25.953125
24.358017211999595,25.609375,25.953125
24.710965807999855,25.6171875,25.953125
25.23280475599995,25.5859375,25.953125
25.72755636699958,25.5859375,25.953125
26.27760801999966,25.6796875,26.015625
26.83423069799983,25.6171875,25.984375
27.60362453799962,25.59375,25.953125
27.889079899999615,25.5625,25.953125
28.18877481799973,25.5390625,25.9375
28.547125056999903,25.5625,25.953125
29.28974197799971,25.609375,25.984375
29.516059411999777,25.59375,26.015625
30.19664442999965,25.5234375,25.953125
30.631710815999668,25.5859375,25.984375
31.288521692999893,25.5625,25.984375

