# pi_control,v0.2.0
# log for:, actuator.speed
# date:, 2018_07_25_15_37_56
# meta:, 
# comment:,
time (s), speed (raw)
0.010595266999644082,0
0.2315205979998609,4096
0.5597882399997616,4096
1.136994649999906,4096
1.8869332589997612,4096
2.4519291309998152,4096
2.988011978999566,4096
3.549960488999659,4096
4.251647058999879,4096
5.063218191999567,4096
5.366046159999769,4096
5.829162196999732,4096
6.561863517999882,4096
7.032747096999628,4096
7.559827077999671,4096
8.210825916999966,4096
8.623952041999928,4096
9.236707700999887,4096
9.810370696999598,4096
10.293041316999734,4096
11.103752175999944,4096
11.377915139999914,4096
11.761593131999689,4096
12.392490761999852,4096
12.998140648999652,4096
13.760223215999758,4096
14.086636673999692,4096
14.39653587399971,4096
15.211819564999587,4096
16.002323847999833,4096
16.572803069999736,4096
17.061749551999583,4096
17.403972625999813,4096
18.18574013999978,4096
18.56150641699969,4096
19.22682490599982,4096
19.67844133799963,4096
19.943903052999758,4096
20.2751268979996,4096
20.993523383999673,4096
21.603600212999936,4096
22.39640606299963,4096
22.67218376999972,4096
23.090631111999755,4096
23.72595297299995,4096
24.482716330999665,4096
24.83361976099968,4096
25.355282560999967,4096
25.85178647399971,4096
26.4007728079996,4096
26.959031952999794,4096
27.726645261999693,4096
28.01114671299956,4096
28.311940699999923,4096
28.671932769999785,4096
29.41264395099961,4096
29.640475559999686,4096
30.321264016999976,4096
30.754412683999817,4096
31.41283487099963,4096

