# pi_control,v0.2.0
# log for:, actuator.position
# date:, 2018_07_25_11_06_40
# meta:, 
# comment:,
time (s), position (raw)
0.011406210000131978,4946
0.01210168000034173,4946
0.023162628999671142,4805
0.03339472300012858,4842
0.04403645300044445,4804
0.05444974599959096,4832
0.07425627700013138,4816
0.0847408199997517,4817
0.1033016729998053,4826
0.1142635070000324,4822
0.12571200900038093,4825
0.1363401979997434,4818
0.14462484199975734,4818
0.15574047900008736,4829
0.1667671049999626,4827
0.17850180500045099,4828
0.1888042119999227,4820
0.19954396299999644,4822
0.20967897399987123,4825
0.2214190900003814,4819
0.23234915400007594,4822
0.24306203000014648,4828
0.253227092999623,4821
0.25693470100031846,4821
0.2640180939997663,4830
0.2750098770002296,4833
0.2866412430003038,4825
0.2970710460003829,4826
0.3079153810003845,4826
0.31812898499993025,4813
0.3296507160002875,4822
0.34038645700002235,4822
0.35124573899975076,4822
0.3615068440003597,4823
0.37220440700002655,4822
0.37676399599968136,4822
0.38794103899999755,4826
0.3992740200001208,4821
0.40962491600021167,4829
0.42023378199974104,4825
0.4310941579997234,4822
0.44270812800004933,4823

