# pi_control,v0.2.0
# log for:, thermocouple
# date:, 2018_07_25_15_39_04
# meta:, sample
# comment:,
time (s), temperature (C), internal temperature (C)
0.6645133289998739,-199.953125,26.90625
1.0286231590002899,-199.953125,26.90625
1.2803365499999018,-199.953125,26.984375
1.8392460260001826,-199.953125,26.90625
2.28120164100028,-199.953125,26.90625
3.03751754599989,-199.953125,26.9375
3.3553554069999336,-199.953125,26.953125
3.8157590370001344,-199.953125,26.90625
4.17734229000007,-199.953125,26.984375
4.597528046000207,-199.953125,26.9375
5.102666030999899,-199.953125,26.953125
5.664975210000193,-199.953125,26.953125
6.293191774000206,-199.953125,26.9375
6.530848316000174,-199.953125,26.90625
7.289509071999873,-199.953125,26.9375
7.890006111000275,-199.953125,26.953125
8.625206375000289,-199.953125,26.9375
9.109190492999915,-199.953125,26.90625
9.843155645000024,-199.953125,26.9375
10.34594923900022,-199.953125,26.9375
10.75876375300004,-199.953125,26.984375
11.047935570999925,-199.953125,26.9375
11.84260651600016,-199.953125,26.953125
12.291387629999917,-199.953125,26.90625
12.802226578000045,-199.953125,26.90625
13.527621523000107,-199.953125,26.90625
14.020697978000044,-199.953125,26.90625
14.78869940200002,-199.953125,26.90625
15.272324086000026,-199.953125,26.9375
15.897373332999905,-199.953125,26.9375
16.704087254000115,-199.953125,26.90625
16.9856895490002,-199.953125,26.953125
17.374559713000053,-199.953125,26.9375
18.038434790999872,-199.953125,26.953125
18.833409427999868,-199.953125,26.984375
19.352541488000043,-199.953125,26.90625
19.74811705100001,-199.953125,26.953125
20.132404896000025,-199.953125,26.9375
20.87674629000003,-199.953125,26.9375
21.30206555299992,-199.953125,26.953125
21.566250773999855,-199.953125,26.9375
22.37314984500017,-199.953125,26.984375
22.7167978880002,-199.953125,26.984375
22.9991867990002,-199.953125,26.984375
23.750973281999904,-199.953125,26.984375
24.124395754000034,-199.953125,26.984375
24.6497283650001,-199.953125,27.015625
25.402074274999904,-199.953125,26.953125
25.629923206000058,-199.953125,26.953125
26.107630403000258,-199.953125,26.9375
26.41046025600008,-199.953125,26.9375
27.005096674000015,-199.953125,26.953125
27.81344069500028,-199.953125,26.90625
28.088842483000008,-199.953125,26.90625
28.786116481000136,-199.953125,26.984375
29.271881636000217,-199.953125,26.953125
29.77718981199996,-199.953125,26.953125
30.50105176299985,-199.953125,26.984375
31.105302655000287,-199.953125,26.90625
31.734819463999884,-199.953125,26.9375
32.42677494000009,-199.953125,26.9375
32.69210750599996,-199.953125,26.9375
33.15745744500009,-199.953125,26.984375
33.78577002600014,-199.953125,26.9375
34.15345407699988,-199.953125,26.984375
34.85889764400008,-199.953125,26.984375
35.33264017800002,-199.953125,26.9375
35.80079690100001,-199.953125,26.953125
36.25762648,-199.953125,27.015625
36.847684584000035,-199.953125,26.984375
37.08082609100029,-199.953125,27.015625
37.84756180500017,-199.953125,27.015625
38.32942797400028,-199.953125,26.984375
38.57427126199991,-199.953125,26.984375
39.30709189800018,-199.953125,26.953125
39.724852099000145,-199.953125,26.90625
40.170714950000274,-199.953125,26.9375
40.90864321500021,-199.953125,26.984375
41.51921319500025,-199.953125,26.984375
41.83890542300014,-199.953125,26.953125
42.57242668400022,-199.953125,26.953125
43.37790384900018,-199.953125,26.9375
44.136486960000184,-199.953125,26.9375
44.416768717000195,-199.953125,26.9375
45.06256679800026,-199.953125,26.953125
45.33054812399996,-199.953125,26.984375
46.03633277500012,-199.953125,27.015625
46.48946899400016,-199.953125,26.984375
46.7270057300002,-199.953125,27.015625
47.30215786000008,-199.953125,26.953125
47.77867623400016,-199.953125,26.984375
