# pi_control,v0.2.0
# log for:, strain
# date:, 2018_07_25_13_29_18
# meta:, 
# comment:,
time (s), strain (%)
0.025781426999998303,-0.3000402750910766
0.1560906470000134,-0.33093923450061347
0.27613860799999657,-0.3000563805860408
0.39917053100001,-0.3356459003763773
0.5211135979999995,-0.30001611198316547
0.6428753110000116,-0.3000724834868218
0.7657786919999978,-0.3
0.8888422290000051,-0.29998388542045623
1.0123675890000072,-0.3330988663069355
1.133423520000008,-0.30006443236066505
1.2559895570000208,-0.3288292711975787
1.3788268440000024,-0.3334180612888139
1.4992913680000015,-0.3000724834868218
1.6283147540000016,-0.3000724834868218
1.750078185999996,-0.3306855560848928
1.872728493000011,-0.3000080563160908
1.993131716000022,-0.30003222137057994
2.1214486420000185,-0.3000402750910766
2.2520372890000147,-0.30008053396458945
2.3802605700000186,-0.30003222137057994
2.5120947910000098,-0.30008858379404635
2.641598959000021,-0.3346166425078836
2.7741880240000114,-0.30001611198316547
2.9035615140000175,-0.30003222137057994
3.0363271420000046,-0.3286402187180021
3.1668724560000214,-0.29998388542045623
3.2955391229999975,-0.3293528866484049
3.426432510000012,-0.33505071606554077
3.5598011069999984,-0.3336078776270436
3.693746632,-0.3357329055544416
3.824344811000003,-0.3357329055544416
3.9540301240000133,-0.3000483281628708
4.083681843000022,-0.30003222137057994
4.2123329370000135,-0.30008053396458945
4.342491792000004,-0.33000728362346776
4.484687688999998,-0.3000402750910766
4.6150809190000075,-0.33369705336026556
4.7452986280000005,-0.30006443236066505
4.876787016000009,-0.33572747042964124
5.025707553000018,-0.30001611198316547
5.173507152000013,-0.30008858379404635
5.309629606000016,-0.3000080563160908
5.436659759999998,-0.32885877297255517
5.5658022089999974,-0.33395290197302546
5.694653302000006,-0.33519854833096285
5.816034078000001,-0.3000241670013023
5.937153759000012,-0.3000483281628708
6.055399167000019,-0.3000483281628708
6.1761831710000195,-0.3000483281628708
6.297142592,-0.29999194303481463
6.416949511000013,-0.3348806553173992
6.538334348999996,-0.3000080563160908
6.661497053000005,-0.3302978074609304
6.783903662,-0.3000483281628708
6.906398605000021,-0.32869343192383216
7.028624225000016,-0.33414150208031745
7.150536875,-0.30001611198316547
7.273344006000002,-0.3286520467316403
7.394871292000005,-0.33443464341907014
7.521956134000021,-0.3289943502588986
7.643741441000003,-0.3353297325113221
7.764203621999997,-0.3287525189601398
7.88486543800002,-0.3000241670013023
8.005776890000021,-0.328663873112547
8.127576935999997,-0.33435178407496224
8.249021826000018,-0.33574377472515354
8.370454112000004,-0.3000080563160908
8.49254374200001,-0.331661489997195
8.61433108,-0.3351438265468347
8.735039510999997,-0.33295848227121
8.856634557000007,-0.30001611198316547
8.979352938000005,-0.3352696323629216
9.103248610999998,-0.3354716132297533
9.22595641800001,-0.33393624019241663
9.349678132999998,-0.3000483281628708
9.469724532000015,-0.3303441991467506
9.593104892000014,-0.3286520467316403
9.714589522000011,-0.33577637360875
9.836733422000009,-0.3326431634364536
9.956502738000012,-0.29999194303481463
10.078649399,-0.3000483281628708
10.201593093000014,-0.30006443236066505
10.324685275000007,-0.3297040817387147
10.445368498000022,-0.3000402750910766
10.568694691000019,-0.3299898205574931
10.69041999800001,-0.30001611198316547
10.813725358,-0.33566222086700614
10.935801134000002,-0.3000724834868218
11.057812170000005,-0.33070287652180386
11.179140393000011,-0.3000563805860408
11.301825180000009,-0.33495750034753213
11.423576060000016,-0.3000483281628708
11.547574128999997,-0.3292766033713286
11.669830216999998,-0.30003222137057994
11.79296911900002,-0.332326651916106
11.916177083000008,-0.33554790931848344
12.038590932000005,-0.3307490470336663
12.159729728000002,-0.3000402750910766
12.282560140000015,-0.30001611198316547
12.405779770999999,-0.33070287652180386
12.525917628000002,-0.30003222137057994
12.649868197000018,-0.3000241670013023
12.772047254,-0.29999194303481463
12.893902353000016,-0.3336190298234639
13.014708232000004,-0.3
13.137977915000022,-0.32871707163063774
13.260243326000023,-0.3298499867589559
13.382788738000016,-0.3000483281628708
13.506134150000008,-0.3286697856908318
13.628683727999999,-0.33497944293475523
13.750352160000006,-0.3354607080090384
13.878216326,-0.3000080563160908
14.004503876000001,-0.3337916979034259
14.123092670000005,-0.33570572633331164
14.242752141000011,-0.3000724834868218
14.365900314000015,-0.3351109760294997
14.488510986000023,-0.33058155899296127
14.608950979000014,-0.3000483281628708
14.731868214000002,-0.33374160539203246
14.855219355000003,-0.33197482904177245
14.978539247000015,-0.3332894103569361
15.09995299100001,-0.30006443236066505
15.223070121999996,-0.32894132386719566
15.345110845000022,-0.3331549538742287
15.46765391300002,-0.30008053396458945
15.589949740999998,-0.29998388542045623
15.713357549000023,-0.3357600757845354
15.835527336000013,-0.3337137631699938
15.956919986000003,-0.3000402750910766
16.079800919000007,-0.3000402750910766
16.203658519000015,-0.30006443236066505
16.325090492000015,-0.3289648952117687
16.444712151000004,-0.3292883436989123
16.56701079200002,-0.30003222137057994
16.689173755000013,-0.29997582715684634
16.811672291999997,-0.33564045949245563
16.93442957800002,-0.33556424927512374
17.055809312000008,-0.29998388542045623
17.17770701500001,-0.33244548393331774
17.29894487300001,-0.32897667844818046
17.418468511000015,-0.30008053396458945
17.53794392100002,-0.30001611198316547
17.657890736000013,-0.3000402750910766

