# pi_control,v0.2.0
# log for:, actuator.speed
# date:, 2018_07_25_13_29_18
# meta:, 
# comment:,
time (s), speed (raw)
0.01507162600000811,0
0.1383155800000111,32
0.26784641400001874,0
0.388281199000005,64
0.5113299440000105,1
0.6338645229999997,64
0.7548229020000008,2
0.8768691460000184,128
1.0007736740000155,4
1.1243095549999964,256
1.2459720490000166,4
1.3690848570000185,512
1.4907764130000203,8
1.611007916999995,512
1.7406511470000225,16
1.8608972860000108,1024
1.983750979000007,32
2.105749775000021,0
2.235453578000005,64
2.3647932140000023,2
2.495328059000002,128
2.625809830999998,4
2.758628324,512
2.886843063000015,16
3.0183316590000118,1024
3.150187078000016,32
3.27976510000002,1
3.410028017000002,128
3.5421833850000155,4
3.674891930000001,512
3.808400788,16
3.9375557360000073,0
4.067969486999999,32
4.1975945920000015,1
4.325440268000023,128
4.468874811000006,4
4.597483040000014,512
4.728630594000009,8
4.858867835000012,1024
4.997403364000007,16
5.139892489000005,0
5.286352660000006,32
5.421605998000018,1
5.549223081000008,64
5.678997664999997,2
5.805934694000001,128
5.927791823999996,2
6.048064317000012,256
6.166601861000004,4
6.287477011000021,512
6.408417108999998,8
6.527756268000019,1024
6.650291210999995,16
6.77269771600001,0
6.896473337000003,32
7.019027550000004,1
7.141022232000012,64
7.263291758000008,1
7.38533003400002,128
7.513347690000018,2
7.633592891000006,128
7.7549272600000165,2
7.875536003000008,256
7.996055736000017,4
8.117646250999996,512
8.239835204000002,8
8.361162959000012,512
8.482625661000014,16
8.604370447000008,1024
8.726373775000013,16
8.846896737000009,0
8.969281159000019,32
9.094382353000015,0
9.21586167000001,64
9.337222810000014,1
9.461266036000012,128
9.582237383000006,2
9.704785815999998,256
9.827557530000007,4
9.948176117000003,256
10.068903923000022,8
10.190916885999997,512
10.314132142000005,16
10.436988647000021,1024
10.557072026000014,16
10.680861553,0
10.802500766000009,32
10.926094616,1
11.04799533900001,64
11.170147001000004,2
11.291255588000013,128
11.412603551000018,2
11.537199901999998,128
11.659674063000011,4
11.781466453000007,256
11.904567595000003,8
12.029544935000018,512
12.150686127,8
12.271183516000008,1024
12.394901689000022,16
12.517613299000004,1024
12.637647562000012,32
12.762214955000019,0
12.884360470000018,64
13.006135099999995,1
13.12649769700002,64
13.250877798000005,2
13.371025603000021,128
13.49430471300002,2
13.619023929000008,256
13.740731006000004,4
13.862336469000013,256
13.989248551000003,8
14.115471309000014,512
14.234284895000002,8
14.354497076000001,1024
14.478814364000016,16
14.60056753500001,1024
14.720877372000018,32
14.846146067000006,0
14.968181634000018,64
15.090750119000006,1
15.212019279000003,64
15.336491880000011,1
15.455998904000012,128
15.578594003000006,2
15.701845196000022,256
15.826060296999998,4
15.947458989000012,256
16.06888736800002,8
16.19372538600001,512
16.314764025000017,16
16.436381572000016,1024
16.556930732000012,16
16.679377705999997,0
16.80145540800001,32
16.92541118600002,0
17.045561647,64
17.167908361000002,1
17.28863059400001,64
17.409872774999997,2
17.529941570000005,128
17.649016719000002,4

