# pi_control,v0.2.0
# log for:, actuator.position
# date:, 2018_07_25_11_04_59
# meta:, 
# comment:,
time (s), position (raw)
0.01121782400059601,4919
0.011900533000698488,4919
0.02296070200009126,4801
0.033586182000362896,4827
0.04417879700031335,4782
0.054246621000856976,4821
0.06741575000069133,4797
0.07768034400032775,4803
0.08793420900019555,4812
0.09793093900043459,4808
0.10880058600014308,4809
0.11898268000004464,4805
0.1298045670000647,4810
0.13075831800051674,4810
0.14535234400045738,0
0.15602746000058687,4814
0.16739221200077736,4816
0.17801586900077382,4805
0.18916223500036722,4805
0.20058651800081861,4806
0.21088335200056463,4802
0.22153508300016256,4815
0.23175931300011143,4801
0.24296776200026216,4808
0.25382600300054037,4811
0.25672131900046224,4811
0.2643465350001861,4814
0.2751771720004399,4808
0.28591015200072434,4806
0.29676375800045207,4796
0.30836960400029056,4807
0.31861357300022064,4806
0.32924249100051384,4802
0.33941177200085804,4805
0.35075959700043313,4806
0.36140221300047415,4803
0.3722800890000144,4811
0.376591083000676,4811
0.38348249700084125,4817
0.39447553000081825,4811
0.40530252100052166,4813
0.41649029300060647,4803
0.4268507730002966,4803
0.437606149000203,4809
0.44772371200087946,4808
0.45875481800067064,4802
0.47045639300085895,4804
0.4812669780003489,4800
0.4914037590006046,4815
0.49562011800026085,4815
0.5025590840004952,4815
0.5129193040002065,1
0.5238019190001069,4820
0.5342006290002246,4809
0.5447767340001519,4804
0.5549563280001166,4808
0.5663476950003314,4805
0.5767667680001978,4806
0.587752718000047,4807
0.5978702810007235,4799
0.6091993030004232,4809
0.6173926980000033,4812
0.6207566070006578,4812
0.6344570910005132,4801
0.6446390810006051,-1
0.6552209160008715,4821
0.665435458000502,4805
0.6762895320007374,4811
0.6867335020006067,4810
0.697441326000444,4803
0.708013473000392,4806
0.7196816100004071,4810
0.7301190170001064,4799
0.7408674140006042,4807
0.7479645050007093,4807
0.7542310740000175,4817
0.7652357220003978,1
0.7757760460008285,4816
0.7867578280001908,4810
0.797116850000748,4808
0.807740611000554,4804
0.8183558310001899,4804
0.8292401660000905,4801
0.8395047080002769,4810
0.8500536260007721,4801
0.8605797310001435,4803
0.8708488050006054,4813
0.8748240690001694,4813
0.8892213240005731,4805
0.9001790970005459,4809
0.910272076000183,4811
0.9215088590008236,4810
0.9317997560001459,4802
0.9426779970008283,4801
0.9527923830000873,4804
0.9641416140002548,4802
0.9749362610000389,4805
0.9857473660003961,4808
0.9958487310004784,4803
1.0013803000001644,4803
1.0087091620007413,4816
1.019331465000505,4819
1.030205383000066,4805
1.0407371130004321,4806
1.051333687000806,4810
1.0615159900007711,4801
1.0739033470008508,4810
1.084280389000014,4799
1.0951171200003955,4800
1.1052101510003922,4810
1.1165633410000737,4806
1.1213817830002881,4806
1.1286877810007354,4809
1.1398521680002887,4809
1.150022335000358,4811
1.1606764090001889,4810
1.1712402230004955,4807
1.1821198700008608,4797
1.1925596730006873,4804
1.203187445000367,4809
1.2132630280002559,4803
1.2241531960007705,4804
1.2344296660003238,4808
1.2408811310006058,4808
1.2473870760004502,4810
1.2575328680004532,7
1.2689172550008152,4814
1.2796300790005262,4809
1.2904318100008823,4813
1.300553800000671,4805
1.3112070920005863,4809
1.3220720000008441,4806
1.333062116000292,4806
1.3435178560002896,4803
1.3540947430001324,4812
1.3608789170002638,4812
1.368656165000175,4808
1.3803347190005297,1
1.390590876000715,4820
1.401390523000373,4814
1.411439024000174,4804
1.4226135150001937,4805
1.4329485780008326,4806
1.4439562980005576,4811
1.4541824550005913,4808
1.465175592000378,4803
1.4765862809999817,4804
1.4843715500001053,4814
1.4876710850003292,4814
1.501125527000113,4807
1.5116791320006087,4808
1.5222085180002978,4806
1.5331598320008197,4808
1.5435991140002443,4803
1.5542218340006002,4808
1.5648812720000933,4796
1.577913057000842,4809
1.588425412000106,4808
1.5989871430001585,4801
1.609078560000853,4800
1.6130251270005829,4800
1.623048209999979,4812
1.634069056000044,4809
1.6450777650006785,4806
1.6552704330006236,4811
1.6659689340003752,4806
1.678031655000268,4804
1.6890210420006042,4811
1.699078709000787,4802
1.7096025220007505,4804
1.7197247730000527,4804
1.7311471810007788,4801
1.7417132340005992,4809
1.7424221410001337,4809
1.752682621000531,4808
1.762966174000212,4807
1.7735323310007516,4803
1.783791196000493,4807
1.7945778750008685,4799
1.805167261000861,4808
1.8158495640000183,4800
1.8259732210008224,4806
1.8368379200001073,4804
1.8474453270000595,4803
1.858104870000716,4808
1.8629898760000287,4808
1.87011238300056,4812
1.8825044280001748,4802
1.893108606000169,4816
1.9038374200008548,4808
1.914196806000291,4803
