# pi_control,v0.2.0
# log for:, actuator.speed
# date:, 2018_07_25_11_04_59
# meta:, 
# comment:,
time (s), speed (raw)
0.011613762000706629,0
0.13239852800052176,32
0.25719079800001055,0
0.3770236880000084,64
0.49603876400033187,1
0.617864155999996,128
0.7483906520001256,2
0.8715472430003501,128
1.0018635290007296,2
1.1218924090007931,256
1.2413045690000217,4
1.3613123030008865,512
1.4848488420002468,8
1.6134615850005503,512
1.743342090000624,8
1.8634161780000795,1024
1.9841449020004802,16
2.1078463900003044,0
2.2303273550005542,32
2.356219470000724,0
2.4817535120000684,64
2.6036659350002083,1
2.7253005460006534,128
2.8446144250001453,2
2.9684904440000537,256
3.0898009910006294,4
3.2145121680005104,512
3.3365869870003735,8
3.4722042170005807,512
3.597870915000385,16
3.731213089999983,1024
3.85190749100002,16
3.981525808000697,0
4.107945111000845,32
4.238434417999997,0
4.359990175000348,64
4.48822145900067,1
4.609730184,128
4.738986313000169,2
4.860895298000287,256
4.982616211000277,4
5.106106447999991,512
5.229709290000756,8
5.350916452000092,1024
5.479899872000715,16
5.600300784000865,0
5.72134987300069,32
5.84135026200056,1
5.966331126000114,64
6.090206625000064,2
6.215201968000656,128
6.3389370490003785,4
6.463686976000645,256
6.584399918000599,8
6.706994426000165,512
6.827772472000106,16
6.950259948000166,1024
7.070059192000372,32
7.1892979150006795,0
7.313566538000487,64
7.440679540000019,1
7.5635387870006525,64
7.690379080000639,2
7.8131273370008785,128
7.939365859000645,4
8.062955524000245,256
8.182525757000803,8
8.30406661699999,512
8.429671909000717,16
8.551028029000008,1024
8.680656554000052,16
8.802895957000146,0
8.924216036000871,32
9.04376090400001,1
9.166498276000311,64
9.29399851800008,2
9.419184955000674,128
9.540475970999978,4
9.663221781000175,256
9.785324464000041,8
9.90496001000065,512
10.027811965000183,16
10.148089178000191,1024
10.271664155000508,32
10.395003247000204,0
10.518546870000137,64
10.645344611000837,1
10.769067765000727,64
10.893740503000117,2
11.017894543000693,128
11.14169978100017,4
11.26549611200062,256
11.385636242000146,8
11.507069185000546,512
11.631993122000495,16
11.753218826000193,1024
11.878491409000162,32
12.000434405000306,0
12.12458703900029,64
12.249359829000241,1
12.3740012140006,128
12.50192020600025,2
12.62442570300027,256
12.750520838000739,4
12.873134825000307,512
12.993987299000764,8
13.114177272000234,1024
13.237179384000228,16
13.358586858000308,0
13.48212589800005,32
13.601647381000475,1
13.724215013000503,64
13.849471658000766,2
13.972637624000527,128
14.100207554000008,4
14.222873207000703,256
14.346803236000596,8
14.469323316000555,512
14.589993290000166,16
14.711968421000165,1024
14.83589032600048,32
14.957365248000315,0
15.080196943000374,64
15.20098910500019,1
15.324522519000311,128
15.451438177000455,2
15.573889715000405,256
15.699384432999977,4
15.822293680000257,512
15.948850796000443,8
16.071265511000092,1024
16.19107730700034,16
16.313457543000368,0
16.436750592000863,32
16.557830671000374,1
16.680789501000618,64
16.80335525800001,2
16.926130547000866,128
17.052370422000422,4
17.174883471000612,256
17.29914360500061,8
17.42162420600016,512
17.54679460100033,16
17.66985207700054,1024
17.79040496700054,32
17.911885880000227,0
18.034758356000566,64
18.153908588000377,1
18.277194815000257,128
18.40326078400085,2
18.52626784400036,128
18.64868089200081,4
18.769843261999995,256
18.899653506000504,8
19.023158900000453,512
19.14909492100014,16
19.271854845000234,1024
19.392716121000376,32
19.515346461000263,0
19.638202114000705,64
19.761616935000347,1
19.887820977000047,64
20.008050690000346,2
20.132711657000073,128
20.258845335000842,4
20.38177322700085,256
20.501129502000367,8
20.6210753080004,512
20.750378885000828,16
20.872005474000616,1024
20.992612635000114,32
21.121400951000396,0
21.261535373000697,64
21.396365310000874,2
21.52802800400059,256
21.661133407000307,8
21.792657403000703,1024
21.92221733400038,16
22.052789610000218,0
22.18366730300022,64
22.313713016000293,2
22.445438262000607,256
22.57436267200046,8
22.70637156400062,512
22.834714202000214,16
22.965468301000328,0
23.097614121000333,64
23.225989518999995,2
23.355224554000415,256
23.48502594400088,8
23.61738697200053,512
23.745682839000438,16
23.889623671000663,0
24.038822321000225,32
24.172344340000564,1
24.3079150070007,128
24.44035994100068,4
24.570089925000502,256
24.69172880500082,8
24.821044570000595,512
24.94407105600021,16
25.074550103000547,1024
25.199221591000423,16
25.323941778000517,0
25.44913967299999,32
25.568608916000812,1
25.701176767000106,64
25.831796387000395,1
25.956083552000564,128
26.077531807000014,2
26.20794517700051,256
26.332743384000423,4
26.455807267000637,512
26.57737786600046,8
26.69842054900073,1024
26.819349533000604,16
26.94013898600042,0
27.0646467760007,32
27.184839874000318,1

