# pi_control,v0.2.0
# log for:, actuator.position
# date:, 2018_07_25_14_02_02
# meta:, 
# comment:,
time (s), position (raw)
0.01028028299970174,10005
0.011179607999565633,10005
0.021977236999646266,9980
0.031978821999928186,9981
0.0415922289998889,9980
0.05124688599971705,9980
0.0615122739995968,9980
0.0716253699997651,9977
0.08137278799995329,9983
0.09175072799962436,9983
0.10140585399994961,9974
0.1110934799999086,9970
0.12122006499976123,9967
0.13110732699988148,9964
0.1406577660000039,9962
0.1504773709998517,9958
0.1602999449996787,9957
0.1699019459997544,9957
0.1798662919995877,9950
0.18964230299980045,9947
0.19914909599992825,9945
0.20920703499996307,9935
0.2191705989998809,9933
0.2289699439998003,9933
0.2394223639998927,9927
0.2495506159998513,9924
0.2593258459996832,9920
0.26988232799976686,9917
0.2800238099998751,9911
0.28967117499996675,9906
0.2999759899998935,9904
0.3102268469997398,9900
0.319908065999698,9898
0.330743142999836,9937
0.34088431199961633,9930
0.3507463129999451,9930
0.3610608679996403,9927
0.3711073489998853,9926
0.38078981799981193,9927
0.3909472889999961,9926
0.4017148139996607,9927
0.41134363699984533,9927
0.4219706409999162,9926
0.43269446699969194,9927
0.44236917599982917,9926
0.45220753199964747,9926
0.46300203499959025,9925
0.47263726499977565,9925
0.48292223699991155,9928
0.49325590599983116,9926
0.502935406999768,9926
0.5133495969998876,9923
0.5237636309998379,9927
0.533545371999935,9929
0.5439427909996084,9925
0.554141146999882,9926
0.5639552319998984,9924
0.57432160999997,9925
0.5846524659996248,9928
0.5942882169997574,9927
0.6045187089998763,9932
0.6150103999998464,9935
0.6249138069997571,9939
0.6352000809997662,9943
0.6456028639995566,9945
0.6552504379997117,9950
0.6656198889995721,9954
0.6758838699997796,9954
0.6855637359999491,9952
0.6958983429999535,9954
0.7061159699997006,9952
0.7157789079997201,9959
0.7259129419999226,9967
0.7365489549997619,9967
0.7462276749997727,9970
0.7565549899995858,9973
0.7669188159998157,9975
0.7765185249995739,9977
0.7867546939996828,9982
0.7971097689996895,9986
0.806815467999968,9987
0.8171663249995618,9990
0.8273887439995633,10000
0.8370129319996522,10002
0.8476781649997065,10004
0.8578830309998011,10005
0.8676992519999658,10011
0.8781963589999577,10014
0.8883990379999886,10018
0.8980343719999837,10021
0.9083021559999906,10022
0.9187548359996072,10030
0.9285954309998488,10030
0.9389285789998212,10036
0.9493019879996609,10039
0.958934300999772,10040
0.9690950009999142,10043
0.9795149729998229,10048
0.9891926509999394,10052
0.9995590809999157,10054
1.0140713009996034,10059
1.0252529929998673,10063
1.0355270779996317,10065
1.045269912999629,10070
1.0548922779998975,10073
1.0647069359997658,10079
1.074484093999672,10076
1.0840561989998605,10081
1.0938835119995929,10084
