# pi_control,v0.2.0
# log for:, strain
# date:, 2018_07_25_14_43_51
# meta:, 
# comment:,
time (s), strain (%)
0.4254489379999882,-0.3000241670013023
0.886319205999996,-0.3000080563160908
1.4370936619999952,-0.30001611198316547
2.018061996,-0.3000241670013023
2.6369517669999993,-0.3000080563160908
3.3580770899999948,-0.3000080563160908
3.599688743999991,-0.3
4.364496653999993,-0.3
4.856354551999999,-0.3
5.493815066999986,-0.29999194303481463
6.099203681999995,-0.35713999216990433
6.8576582529999826,-0.3000483281628708
7.3040056449999895,-0.3000080563160908
7.961848938000003,-0.3
8.632037343999997,-0.3000241670013023
9.040868195999991,-0.3000080563160908
9.356665691000018,-0.29999194303481463
9.834927432,-0.3000080563160908
10.151398936999982,-0.3000080563160908
10.42069774899997,-0.3
10.878612754999978,-0.3000080563160908
11.68432106200001,-0.3
12.420050824000015,-0.30001611198316547
13.10495252399997,-0.29998388542045623
13.773555668,-0.29999194303481463
14.07389143200001,-0.30001611198316547
14.38993559399998,-0.3000080563160908
14.960633554999987,-0.3000080563160908
15.571643581000018,-0.3000080563160908
16.29687849000001,-0.3572385807855886
17.116812433999968,-0.29999194303481463
17.402414591999985,-0.35718930349277794
17.967886977000006,-0.30001611198316547
18.55412375299997,-0.30001611198316547
19.267069641999996,-0.3000241670013023
19.633764313,-0.29999194303481463
20.27590853000001,-0.3000080563160908
20.911360711000015,-0.29999194303481463
21.586699277999998,-0.3
21.889389314,-0.3576356605986879
22.122990544999965,-0.3000080563160908
22.502925696000005,-0.35736162536706484
22.770419036999982,-0.35720162600492267
23.105394464,-0.29999194303481463
23.554671858999967,-0.3000080563160908
24.085983537999965,-0.29998388542045623
24.658888115999986,-0.30001611198316547
25.15075085800001,-0.30003222137057994
25.714735219999994,-0.3000080563160908
26.480016775999985,-0.3000080563160908
26.716061914999983,-0.3000080563160908
27.164755871999972,-0.29998388542045623
27.704568234999982,-0.3000080563160908
28.368692209999978,-0.30001611198316547
29.068918869999976,-0.3000080563160908
29.837578605999994,-0.3
30.475840632,-0.3
31.219952275999987,-0.3575825719454009
31.550409573999985,-0.3
32.21685615499999,-0.30001611198316547
32.96492587399999,-0.30001611198316547
33.74111082499999,-0.3
34.34506673000001,-0.3000080563160908
34.92297271800001,-0.3000080563160908
35.546881399,-0.3000080563160908
35.79226836899997,-0.3000080563160908
36.392826563,-0.29999194303481463
36.73157839899997,-0.3
37.21385212199996,-0.3000080563160908
37.860552802,-0.3
38.44958385099997,-0.3
38.693980976000006,-0.3
39.25673559700002,-0.3000080563160908
39.94403917399998,-0.3
40.543048303999996,-0.3000080563160908

