# pi_control,v0.2.0
# log for:, actuator.speed
# date:, 2018_07_25_14_43_51
# meta:, 
# comment:,
time (s), speed (raw)
0.010345685000004323,0
0.5374464759999853,2048
0.9976791919999926,2048
1.5482386999999846,2048
2.129896721999984,2048
2.7487077950000014,1024
3.4696096799999907,2048
3.7119872719999876,2048
4.4764311710000015,2048
4.968201569000001,2048
5.6068655750000005,2048
6.211525282999986,2048
6.968648551000001,1024
7.417158184999977,1024
8.073235068999992,512
8.743384725999988,2048
9.152110264999976,2048
9.473380107999986,2048
9.945947990000008,1024
10.263269913000016,512
10.533891329999989,512
10.99121727299999,2048
11.796846725999984,1
12.531790653999991,1024
13.216156102999975,1024
13.885496852999978,1024
14.185437355999994,2048
14.501131517000005,2048
15.072240415999971,1024
15.683533358999995,1024
16.408738736999993,1024
17.22794033699998,2048
17.514311402000004,2048
18.07969191099997,1024
18.66622780200001,2048
19.378875617999967,1024
19.746003882999986,1024
20.388156485999986,2
21.02304439499997,2048
21.698030149000004,1024
22.001177737999996,1024
22.234496519999965,1024
22.614628546999967,1024
22.88207876300001,1024
23.217037679000015,2048
23.665918094999967,2048
24.197978003999964,1024
24.774269615999998,1024
25.264331939000016,1024
25.826965049999984,2048
26.592173585999973,2048
26.82776033899998,1024
27.27641783699997,2
27.81563551299999,2048
28.48030750799998,2048
29.180732188999997,1024
29.950159008999975,0
30.589498485000007,2048
31.331497000999974,2048
31.662594247999976,1024
32.32813775499997,1024
33.076559194,512
33.85267128000001,2048
34.45722473700002,2048
35.035003746,8
35.658280812000015,2048
35.903696688,2048
36.50508269499997,2048
36.84436854200001,1024
37.32673174499999,1024
37.97140539099999,1024
38.56138144100001,2048
38.80552903399999,2048
39.36820839599997,2048
40.05591363900001,1024

