# pi_control,v0.2.0
# log for:, actuator.position
# date:, 2018_07_25_14_43_51
# meta:, 
# comment:,
time (s), position (raw)
0.010102246999991848,9766
0.010653132999976833,9766
0.02095715199999404,9786
0.03137049399998659,9781
0.04093977200000154,9782
0.05087352999998984,9785
0.06085437199999433,9782
0.0704027129999929,9784
0.08041209600000343,9783
0.09042257299998369,9783
0.10000674699998058,9783
0.11012972399998944,9783
0.1201586389999818,9785
0.12971968799999445,9783
0.1394499040000028,9784
0.14968892299998515,9783
0.15928783699999371,9783
0.16890268800000285,9785
0.17887097799999196,9782
0.18857541299999525,9783
0.19809120200000052,9783
0.20794771999999284,9783
0.21759632199999146,9784
0.22705523499999458,9782
0.23687826399998357,9784
0.24676905299997998,9781
0.2562958839999965,9784
0.2662332879999951,9783
0.27605522299998597,9781
0.285574553999993,9783
0.29567154099999016,9782
0.3056898819999958,9784
0.31525020299997664,9782
0.32552859599999806,9782
0.33550131299998043,9781
0.34508079999997676,9782
0.3550151309999876,9785
0.3654586289999884,9783
0.3757112409999763,9783
0.38689062499997817,9784
0.39816511299997615,9783
0.4088217369999825,9783
0.4228905499999769,9783
0.4353479559999869,9783
0.44649322499998334,9782
0.45788120299999946,9782
0.4685860040000023,9782
0.47971590800000286,9782
0.490951750999983,9782
0.501599519999985,9784
0.5130347369999981,9783
0.5242834449999805,9783
0.5350779839999973,9782
0.5370136109999919,9782
0.5478251819999969,9783
0.5587558679999916,9783
0.5701817110000036,9783
0.5814081259999853,9781
0.5921079789999908,9783
0.6030837170000041,9783
0.6147360180000021,9781
0.6254456620000042,9782
0.636749003999995,9782
0.6477394819999915,9782
0.6586062609999885,9782
0.6698189789999844,9782
0.680646070999984,9782
0.6917172779999987,9782
0.7030768699999896,9781
0.7137075560000028,9781
0.7249932419999823,9782
0.7360906989999876,9783
0.7467304470000045,9781
0.7577907689999961,9782
0.7696423409999795,9782
0.7803993809999952,9783
0.7917329839999923,9782
0.8026701279999884,9783
0.8135294079999937,9782
0.8246706669999924,9787
0.8355001019999975,9790
0.8466186529999788,9786
0.8580207979999841,9790
0.8686543999999969,9785
0.8842514959999903,9786
0.896320099999997,9782
0.9110472469999991,9784
0.9224893909999992,9782
0.9333858069999792,9781
0.9450015969999868,9781
0.9564218149999988,9781
0.9722254209999903,9782
0.9834322529999895,9785
0.9943465849999882,9791
0.9972299730000032,9791
1.005972896000003,9793
1.0171852489999935,9789
1.027983642999999,9791
1.0398503199999993,9790
1.050926474999983,9795
1.0620619519999934,9794
1.0734750339999835,9800
1.0841527509999764,9809
1.0952891670000042,9812
1.1066396969999914,9811
1.1173119970000016,9817
1.1288382040000045,9819
1.1399900360000004,9825
1.1508592120000003,9826
1.162010366000004,9832
1.1728240209999967,9834
1.183928456999979,9837
1.195350497999982,9844
1.2060297769999977,9847
1.217067754999988,9851
1.2281419819999826,9852
1.2387753239999881,9860
1.2503090319999899,9862
1.2615556029999766,9860
1.272327955999998,9871
1.283597599999979,9875
1.2944814629999826,9876
1.305411002999989,9881
1.3167093980000004,9888
1.3274637289999873,9889
1.3386792590000027,9895
1.3500849459999813,9896
1.3609139649999804,9900
1.3721792859999766,9902
1.3845732030000022,9905
1.3953051379999977,9911
1.4065268139999887,9916
1.4175588539999922,9923
1.4336391800000001,9920
1.4450501789999919,2
1.4556840409999836,9931
1.4671719669999845,9933
1.4781874969999933,9940
1.4892468289999954,9945
1.500763816999978,9946
1.5114214299999844,9950
1.5226958140000022,9957
1.5338373339999976,9960
1.5444728629999815,9967
1.5478179699999828,9967
1.5554205800000034,9970
1.5670500169999855,9971
1.5777442959999917,9977
1.5893952429999842,9978
1.6005176999999833,9977
1.6114647919999925,9983
1.6227286040000024,9990
1.6335130909999975,9990
1.6447953400000017,10001
1.6561030579999851,10003
1.6667258789999835,10005
1.6778627109999888,10004
1.6897789180000018,10006
1.700650698000004,10013
1.7118711239999982,10015
1.7227483719999839,10022
1.7336665579999817,10027
