# pi_control,v0.2.0
# log for:, thermocouple
# date:, 2018_07_25_14_43_51
# meta:, fluid
# comment:,
time (s), temperature (C), internal temperature (C)
0.41374611599999866,-199.953125,24.03125
0.8752872700000012,-199.953125,24.0625
1.4259607879999976,-199.953125,24.140625
2.006991465999988,-199.953125,24.1875
2.6260719670000015,-199.953125,24.21875
3.3485766659999854,-199.953125,24.21875
3.590698267999983,-199.953125,24.25
4.354929615000003,-199.953125,24.265625
4.847212044000003,-199.953125,24.265625
5.484612819999995,-199.953125,24.296875
6.088571798000004,-199.953125,24.34375
6.845954597999992,-199.953125,24.34375
7.29481543,-199.953125,24.328125
7.951755179999992,-199.953125,24.34375
8.622484471999996,-199.953125,24.34375
9.029201623999995,-199.953125,24.34375
9.346705630000002,-199.953125,24.34375
9.823153828000017,-199.953125,24.375
10.140980960000007,-199.953125,24.375
10.409590083999973,-199.953125,24.375
10.86768040199999,-199.953125,24.375
11.674305793999991,-199.953125,24.390625
12.409415502999963,-199.953125,24.375
13.094746004999962,-199.953125,24.390625
13.764339046000003,-199.953125,24.390625
14.064742154000015,-199.953125,24.421875
14.379085532999994,-199.953125,24.453125
14.950993495000006,-199.953125,24.375
15.562708364999963,-199.953125,24.453125
16.286239522999978,-199.953125,24.453125
17.105164508,-199.953125,24.421875
17.393000469999976,-199.953125,24.421875
17.957656707999973,-199.953125,24.421875
18.54365582799997,-199.953125,24.421875
19.257666822000004,-199.953125,24.5
19.62477315999999,-199.953125,24.453125
20.266281856000006,-199.953125,24.421875
20.90240486999997,-199.953125,24.453125
21.57658176999999,-199.953125,24.46875
21.879911598000007,-199.953125,24.453125
22.11194621299998,-199.953125,24.421875
22.493691938000012,-199.953125,24.453125
22.760001060000008,-199.953125,24.421875
23.09552284200001,-199.953125,24.5
23.54374221399999,-199.953125,24.390625
24.075499362999977,-199.953125,24.453125
24.647212741999994,-199.953125,24.453125
25.139780639999998,-199.953125,24.5
25.705494482999967,-199.953125,24.453125
26.470435465999998,-199.953125,24.46875
26.706399979999986,-199.953125,24.453125
27.153957841999983,-199.953125,24.453125
27.69461228999998,-199.953125,24.390625
28.35980017099999,-199.953125,24.453125
29.059121986999997,-199.953125,24.5
29.82774099399998,-199.953125,24.46875
30.466526509999966,-199.953125,24.5
31.21083310200001,-199.953125,24.46875
31.539505606999995,-199.953125,24.453125
32.205020937,-199.953125,24.46875
32.95542211699998,-199.953125,24.46875
33.731615035999965,-199.953125,24.46875
34.33595963899998,-199.953125,24.453125
34.912675156999995,-199.953125,24.46875
35.53677008899999,-199.953125,24.453125
35.782089662999994,-199.953125,24.46875
36.38357915899999,-199.953125,24.453125
36.721977401999965,-199.953125,24.453125
37.204151905999964,-199.953125,24.46875
37.851078575,-199.953125,24.421875
38.440415040999966,-199.953125,24.5
38.68270950799999,-199.953125,24.46875
39.24505532700002,-199.953125,24.5
39.93419395800001,-199.953125,24.46875
40.53165553400001,-199.953125,24.5

