# pi_control,v0.2.0
# log for:, thermocouple
# date:, 2018_07_25_10_59_55
# meta:, ambient
# comment:,
time (s), temperature (C), internal temperature (C)
0.018972414000018034,23.015625,23.46875
0.13890909400015516,23.078125,23.5
0.2599792110004273,23.015625,23.46875
0.38084365200029424,23.015625,23.46875
0.5016267380005957,23.015625,23.46875
0.6253907649997927,23.015625,23.421875
0.7454270799998994,23.0703125,23.46875
0.8651538630001596,23.046875,23.5
0.9888658580002812,22.984375,23.453125
1.1084567039997637,22.984375,23.453125
1.228662290000102,23.078125,23.53125
1.3526395460003187,23.015625,23.453125
1.4729120590000093,23.015625,23.46875
1.5935866549998536,23.03125,23.5
1.714238127000499,23.015625,23.46875
1.8333482429998185,22.9921875,23.453125
1.9565010189999157,22.9921875,23.453125
2.076668948000588,22.9765625,23.453125
2.1960582830006388,23.015625,23.5
2.319911216000037,22.9609375,23.421875
2.4403827920004915,23.03125,23.5
2.5618384310000692,23.015625,23.5
2.6819379750004373,23.03125,23.453125
2.8015818410003703,23.03125,23.453125
2.925098524000532,23.03125,23.5
3.0447785890000887,23.015625,23.46875
3.165367977000642,22.984375,23.453125
3.285227572000622,23.03125,23.5
3.4058803980005905,23.03125,23.5
3.5261705670000083,23.03125,23.5
3.6494186560003072,22.9375,23.421875
3.771240441000373,22.984375,23.46875
3.893903946000137,22.9609375,23.453125
4.01680156600014,23.0078125,23.46875
4.136893505000444,23.03125,23.5

