# pi_control,v0.2.0
# log for:, strain
# date:, 2018_07_25_13_27_22
# meta:, 
# comment:,
time (s), strain (%)
0.01943647400000259,-0.329569627942925
0.13759656900001005,-0.30003222137057994
0.25670088399999713,-0.33345158975255607
0.3751048339999983,-0.3000402750910766
0.4941552430000087,-0.3291649896669009
0.6143831530000057,-0.33332299062340087
0.7333510090000033,-0.3000402750910766
0.8506329270000066,-0.335803529462463
0.9690255750000034,-0.3292354995049247
1.0871487950000045,-0.33477625110298753
1.2059770160000056,-0.33421903647909723
1.3245999250000011,-0.3000080563160908
1.4442380420000092,-0.32869934246225874
1.5652404320000102,-0.3329191324113836
1.684349226000009,-0.29999194303481463
1.8020782800000035,-0.33577637360875
1.9206092090000055,-0.33161010503813027
2.0388446170000094,-0.3000483281628708
2.156387056,-0.3347047405356761
2.27464808900001,-0.30006443236066505
2.3936704770000006,-0.32880566245333276
2.5144985950000063,-0.33434072989571473
2.635068900999997,-0.3284685288328657
2.754021602000009,-0.3000402750910766
2.8827717059999998,-0.33259237612765646
3.012006133,-0.3332670159945209
3.1398812369999973,-0.30006443236066505
3.2681985800000035,-0.33575464245758535
3.3949969119999963,-0.32917674534990404
3.5226752439999984,-0.3000563805860408
3.65105066000001,-0.33348510472225834
3.779229045000008,-0.3347872472372947
3.907011909000005,-0.3000402750910766
4.033470605000005,-0.335803529462463
4.159043101999998,-0.3000483281628708
4.287249404000008,-0.33430755850407556
4.4168329459999995,-0.30006443236066505
4.544887060000008,-0.3299956419781269
4.673270758000001,-0.3000483281628708
4.800694663000002,-0.3000724834868218
4.928361484999996,-0.3349026183412872
5.057399922000002,-0.3000402750910766
5.188407476000009,-0.3000966329752708
5.315085964000005,-0.3351164520248654
5.440109086000007,-0.30010468150834096
5.567984189000001,-0.33577637360875
5.69712950200001,-0.29998388542045623
5.825626221000007,-0.32927073260195405
5.949763144000002,-0.30006443236066505
6.067244748999997,-0.3291649896669009
6.186116721000005,-0.29998388542045623
6.305796295999997,-0.30003222137057994
6.425231185000001,-0.32922375190747394
6.545874616000006,-0.335635018248285
6.664107211000001,-0.3000483281628708
6.782369286000005,-0.33179266474750424
6.900855579999998,-0.32869934246225874
7.019235883999997,-0.3000241670013023
7.136739104,-0.3308240204283299
7.255919720999998,-0.30006443236066505
7.375360391000001,-0.33005383426514673
7.496492676000003,-0.330065467942282
7.6175464199999965,-0.3306971034365884
7.738108808999996,-0.3310485426080644
7.857166926000005,-0.3000966329752708
7.974360719000003,-0.32940565822614787
8.09224904300001,-0.29998388542045623
8.209601065000001,-0.328604724877317
8.336512104999997,-0.3
8.455513295000003,-0.3320998382895171
8.57293688,-0.33195208008533683
8.692645569999996,-0.3356078066224448
8.81159676,-0.3000563805860408
8.93197394100001,-0.33287413843578595
9.052713101000009,-0.32869343192383216
9.171673925999997,-0.3000966329752708
9.288810687999998,-0.3310830315977005
9.406905210000005,-0.3357329055544416
9.524022336000016,-0.3296748707019778
9.643557641000015,-0.335770941360082
9.762729404000012,-0.3000241670013023
9.882116949000007,-0.3341304198168793
10.002251576999996,-0.32883517236624094
10.123432717,-0.3324737524488853
10.243092344999994,-0.29999194303481463
10.36096577299999,-0.3284507481721063
10.478842274999991,-0.3335353518933017
10.596585495000014,-0.3000402750910766
10.713820642000016,-0.3318040615869796
10.83234105000001,-0.30008858379404635
10.951759689000014,-0.33572747042964124
11.073512234999995,-0.33059312053386325
11.194162541000011,-0.3357165991009735
11.313415761999991,-0.30008858379404635
11.431783565999993,-0.33304274101753845
11.549714234999996,-0.32878204719571036
11.667822039,-0.30003222137057994
11.78541083200001,-0.32877023712354064
11.903855615000012,-0.3000563805860408
12.02347185699999,-0.3310830315977005
12.143217266999997,-0.3353788727512045
12.263643248999998,-0.3332614164638068
12.382720845999998,-0.30006443236066505
12.499995940999995,-0.33565134090008575
12.618167702999997,-0.3286106415384873
12.735293266,-0.3289354300158598
12.853992894000001,-0.3304369064670768
12.973693928000003,-0.3000241670013023
13.093395534999999,-0.32885287343114267
13.215252561000014,-0.3342799055282176
13.344106050000008,-0.30001611198316547
13.46986656899999,-0.33084707580392547
13.587907289,-0.33350744054272674
13.708429366000004,-0.33559147532166234
13.828429931000002,-0.3000080563160908
13.948754246999997,-0.33448431924806743
14.070642002000014,-0.3284685288328657
14.191447412000016,-0.3351711919806922
14.31173329100001,-0.29999194303481463
14.430108699000002,-0.33009454516795067
14.547750773999994,-0.3311864141331921
14.666156286000003,-0.30006443236066505
14.784152944000013,-0.3357600757845354
14.903339707,-0.3301642899273036
15.022455272000016,-0.3000724834868218
15.142058024999997,-0.30008053396458945
15.26271338299999,-0.3306220174836453
15.384055199999992,-0.33574377472515354
15.505545609999999,-0.3318154568821805
15.626493885000016,-0.3348147311706538
15.746204816000002,-0.3
15.864497514999996,-0.3317641658905543
15.982993080000014,-0.32947596957961206
16.10048010199999,-0.3296690272920453
16.21942551100001,-0.3293646164869774
16.338402638000005,-0.3348696716139917
16.457750754999992,-0.30003222137057994
16.577255592000014,-0.30003222137057994
16.697694803999994,-0.33388067676590494
16.819256048000014,-0.3289531103515523
16.93998890600001,-0.3339473484176654
17.05835598099999,-0.3000563805860408
17.176515503000005,-0.3357383403196004
17.294877266,-0.33224733688551783
17.412904028,-0.3298558177596298
17.53165464499999,-0.3301991408391587
17.651254688999998,-0.30003222137057994
17.770859317000017,-0.30006443236066505
17.891804155000003,-0.3298849667692161
18.012973575999993,-0.3356132496683971
18.134234871000004,-0.3303789762692071
18.254038405999992,-0.30003222137057994
18.37596100399999,-0.33491359766235074
18.495210631999996,-0.3332334131676796
18.61286937300001,-0.33077789081744896
18.732670303000006,-0.3302978074609304
18.85064591999999,-0.33548796835071265
18.969171900999996,-0.329088538270961
19.089076321000007,-0.3000483281628708
19.208611730000015,-0.3300480168292296
19.330244640999993,-0.33174135985104836
19.45202275999999,-0.32969824033295325
19.572874940999995,-0.33299219597322005
19.691285245000003,-0.30006443236066505
19.808849924,-0.33560236321602877
19.927357415000003,-0.29999194303481463
20.04531797899999,-0.32975079856269107
20.16459719000001,-0.3000724834868218
20.283456608999998,-0.33543343863155833
20.40404337400001,-0.33478174935310356
20.524394044000005,-0.3319975718399055
20.646000599999994,-0.33530788298657255
20.766213823,-0.30008053396458945
20.884716210000008,-0.3357600757845354
21.002817347000004,-0.32956377730942954
21.12128593300001,-0.30006443236066505
21.239632955000005,-0.3316272368430518
21.35897539599999,-0.3357980990102185
21.478602784000017,-0.3
21.598256006,-0.3319407032969738
21.719218499999997,-0.32918849941512907
21.84133172300001,-0.3316786113485436
21.96192926900001,-0.3358089595555297
22.082983636999998,-0.30006443236066505
22.201447326999997,-0.3355969194491132
22.31959085999999,-0.32870525259284045
22.437995383,-0.3347212484679132
22.55595193699999,-0.3332950080076189
22.674789845000006,-0.3356567810636168
22.793694419999994,-0.29998388542045623
22.91310159999999,-0.3000563805860408
23.033519666000004,-0.33572747042964124
23.155093306000012,-0.3310485426080644
