# pi_control,v0.2.0
# log for:, actuator.speed
# date:, 2018_07_25_13_27_22
# meta:, 
# comment:,
time (s), speed (raw)
0.011587040000009097,0
0.13020401100000356,32
0.24897285699999827,0
0.3672284219999966,32
0.48555794400000707,0
0.6043937700000015,64
0.7244564709999963,1
0.8434372960000047,64
0.9611809849999986,1
1.07986613300001,64
1.1989089900000067,1
1.3169279399999994,128
1.4351203789999971,2
1.5564128729999993,128
1.6753069270000083,2
1.7943901490000087,128
1.9130107130000056,4
2.031431902999998,256
2.1494379880000025,4
2.2673253749999986,256
2.385166198999997,4
2.505355671000004,256
2.624723007,8
2.7451459690000064,512
2.8677947139999986,8
2.995013045999997,1024
3.1251807040000017,16
3.2544036210000087,0
3.3810357540000098,64
3.5076605440000037,2
3.634636689000004,256
3.763534970000009,4
3.8920896050000096,512
4.019545645999997,16
4.145641737000005,1024
4.272127569000006,32
4.399663400999998,1
4.529128714000009,128
4.658960225000001,2
4.786740692999999,256
4.912952982999997,8
5.041355273999997,512
5.173035901000006,16
5.300992359000006,0
5.427276992000003,32
5.552750322999998,1
5.68019652000001,128
5.809693500000009,4
5.938243968000009,256
6.06032229600001,4
6.178182339000003,512
6.29666155000001,8
6.416725345000003,512
6.535458149000007,8
6.655994913000001,512
6.774382196000005,8
6.893184167000001,1024
7.011848899,16
7.129833525000009,1024
7.247836016999997,16
7.366408821000007,1024
7.487001575000008,16
7.6071014630000064,0
7.727834165000004,32
7.848290148000004,0
7.967284931999998,32
8.084746745000004,0
8.202689757000002,32
8.321825843,1
8.44764631000001,64
8.566029739000001,1
8.683924886,128
8.803182222000004,2
8.923207371000004,128
9.042314290999997,2
9.162775324999998,128
9.281679901000004,2
9.399068380999992,256
9.51719545600001,4
9.636056124999996,256
9.754494866000002,4
9.873438503999992,256
9.993595216000003,4
10.112769114000017,512
10.233628431000014,8
10.353336653,512
10.471386436000003,8
10.589200646000009,512
10.706828293000015,8
10.824528336,1024
10.94309775500001,16
11.063236392999997,1024
11.183826803000002,16
11.304226014999998,1024
11.42358668499999,16
11.542186623999996,0
11.660458074000005,32
11.778226451000009,0
11.89635800500001,32
12.014326017000016,0
12.134637103000003,32
12.253529491000009,1
12.373760734000015,64
12.492803590999998,1
12.610395978,64
12.728432271000017,1
12.846209709999997,128
12.964537514000014,2
13.08490578899999,128
13.204942709000008,2
13.32827780800001,128
13.454795671000014,4
13.580898376999997,256
13.698629096999994,8
13.819012736000005,512
13.939942729999999,8
14.060489024999995,512
14.181150216999995,8
14.301689792999994,512
14.421909630000002,8
14.540405403000008,512
14.658318467,16
14.77677387499999,1024
14.89629480500001,16
15.014533025999995,1024
15.133003903000017,16
15.253563843999999,1024
15.37511373400001,16
15.495811332000002,1024
15.616056376999992,32
15.736792464000004,0
15.856696675999999,32
15.974799532000006,0
16.093396658999993,32
16.212224046000003,0
16.330375652,64
16.449564550999995,1
16.568309229999997,64
16.688886099000015,1
16.809321612999994,64
16.929598533000004,1
17.05013362999999,64
17.169147060000014,1
17.286930905000006,128
17.405424803000002,2
17.524124533999995,128
17.642923433000007,2
17.761776393000005,128
17.882473001000008,2
18.003998256000003,128
18.12359554000001,4
18.24447735599999,256
18.36763995599999,4
18.486393645999996,512
18.60541660700001,8
18.723522743999993,512
18.843365757,8
18.96194465500001,512
19.080464491,16
19.199652504000014,1024
19.320698382999993,16
19.441771032999995,1024
19.562504411999996,16
19.68302180100001,1024
19.801555647,16
19.91952428399999,0
20.03781927499999,32
20.157060778,0
20.275515040000002,32
20.394908626999992,0
20.51532361999999,32
20.63495251900001,1
20.756471367000003,64
20.876568495,1
20.995404893000014,64
21.113425665999998,1
21.232063678000017,64
21.351798723000016,1
21.470146267000004,128
21.58926204000001,2
21.709998388000017,128
21.830828642000014,2
21.951752802,128
22.073209879000004,2
22.19312883100001,128
22.312170385000016,2
22.429999283000015,256
22.548497243,4
22.667284006000003,256
22.78597759099999,4
22.904245603999996,256
23.024690387999996,4
23.144292256000014,512
23.266475271000004,8
23.393039540000004,512
23.514129742999998,8
23.635103747000002,512
23.755128219000014,16
23.876330452000005,1024
23.99697351799999,16
24.117225750999992,1024
24.237585640000006,32
24.36663793199999,1
24.496327776,64
24.625028349000004,2
24.753720588999997,256
24.879738034,4
25.005209854,512
25.13319985400001,16
25.261850843000005,0
25.390169123999996,64
25.518178238000004,2
25.64470360099999,256
25.777156363999993,8
25.907470271999998,1024
26.034940843,32
26.165238188000004,1
26.296059908999993,64
26.425153242000007,2
26.553574752000017,256
26.69369413599999,4
26.823442001999993,512
26.952282575000012,8
27.08223814899999,1024
27.213568619000014,16
27.343401329000002,0
27.472233150999998,128
27.591358977000013,2
27.712083918000005,256
27.830728492999995,4
27.951452236999998,512
28.07505160800001,8
28.194685610999997,1024
28.317062844999995,32
28.444877011000003,0
28.567360443,64
28.687481790000007,1
28.807656730999994,128
28.93092776799999,2
29.050288646,128
29.170110514,4
29.293729676000012,256
29.422915718,4
29.54295524300001,512
29.663907424000016,8
29.788211847,1024
29.91313814600001,16
30.03600824499999,1024
30.159823658000008,32
30.281904017000002,0
30.402463542000007,32
30.524027701999998,1
30.647927490000015,64
30.769805817999995,1
30.89247117699999,128
31.015194609999995,2
31.138461636999992,128
31.26052100599999,4
31.383313709999996,256
31.506014121999996,4
31.628031043000007,256
31.75016671499999,8
31.87387514800001,512
31.996032434000014,8
32.118390554000015,1024
32.241573102000004,16
32.36281705399999,1024
32.48637642500002,32
32.61032188899999,0

