# pi_control,v0.2.0
# log for:, thermocouple
# date:, 2018_07_25_13_27_22
# meta:, fluid
# comment:,
time (s), temperature (C), internal temperature (C)
0.013566886000006662,0.0,0.0
0.1316059910000007,-199.953125,22.265625
0.2509165569999965,-199.953125,22.265625
0.3686826420000102,-199.953125,22.375
0.48747685200000035,-199.953125,22.375
0.6063780940000072,-199.953125,22.421875
0.7259222530000073,-199.953125,22.375
0.8448231830000026,-199.953125,22.40625
0.962818433999999,-199.953125,22.421875
1.081257905000001,-199.953125,22.484375
1.2005547199999995,-199.953125,22.5
1.318573096999998,-199.953125,22.484375
1.4372193909999993,-199.953125,22.421875
1.558677927000005,-199.953125,22.421875
1.6770016680000026,-199.953125,22.5
1.7958004620000025,-199.953125,22.453125
1.9150169130000023,-199.953125,22.5
2.03281362300001,-199.953125,22.53125
2.150910072000002,-199.953125,22.578125
2.2691932930000007,-199.953125,22.578125
2.387193179999997,-199.953125,22.546875
2.5078345280000036,-199.953125,22.578125
2.626762956999997,-199.953125,22.578125
2.746696127000007,-199.953125,22.578125
2.871774822000006,-199.953125,22.609375
2.9997508109999984,-199.953125,22.609375
3.128783259000002,-199.953125,22.578125
3.25848331200001,-199.953125,22.546875
3.3847094550000065,-199.953125,22.546875
3.5103780990000075,-199.953125,22.578125
3.63938966100001,-199.953125,22.625
3.7674869519999987,-199.953125,22.578125
3.896203098000001,-199.953125,22.578125
4.0237361700000065,-199.953125,22.625
4.148820490000006,-199.953125,22.578125
4.275363092000006,-199.953125,22.609375
4.4050068430000096,-199.953125,22.578125
4.534137311999999,-199.953125,22.65625
4.662599239000002,-199.953125,22.625
4.790391529000004,-199.953125,22.625
4.916515642000007,-199.953125,22.625
5.045613923000005,-199.953125,22.65625
5.177781947,-199.953125,22.625
5.305174758000007,-199.953125,22.65625
5.430076526000008,-199.953125,22.6875
5.5560398049999975,-199.953125,22.609375
5.685665743000001,-199.953125,22.65625
5.814702617999998,-199.953125,22.6875
5.942450117000007,-199.953125,22.65625
6.06180787000001,-199.953125,22.6875
6.179751766999999,-199.953125,22.65625
6.2993713950000085,-199.953125,22.65625
6.418671179,-199.953125,22.65625
6.537614974000007,-199.953125,22.65625
6.6575637159999985,-199.953125,22.65625
6.775781051999999,-199.953125,22.65625
6.895163440000005,-199.953125,22.703125
7.013239421000009,-199.953125,22.703125
7.131300506000002,-199.953125,22.65625
7.249844246999999,-199.953125,22.6875
7.369159292000006,-199.953125,22.65625
7.488934389000008,-199.953125,22.65625
7.610596779000005,-199.953125,22.703125
7.730056511000001,-199.953125,22.6875
7.849796243,-199.953125,22.703125
7.9686733180000004,-199.953125,22.6875
8.086429924,-199.953125,22.703125
8.204104498000007,-199.953125,22.703125
8.325316575000002,-199.953125,22.6875
8.44930542600001,-199.953125,22.6875
8.567501354000001,-199.953125,22.734375
8.686327023000004,-199.953125,22.703125
8.805148838000008,-199.953125,22.703125
8.925416696,-199.953125,22.703125
9.044533979999997,-199.953125,22.734375
9.164342410000003,-199.953125,22.703125
9.283068704000002,-199.953125,22.6875
9.400665257,-199.953125,22.703125
9.518605456999992,-199.953125,22.6875
9.638076647000005,-199.953125,22.734375
9.756631535000011,-199.953125,22.6875
9.87556413099999,-199.953125,22.65625
9.995654488,-199.953125,22.65625
10.11562953299999,-199.953125,22.65625
10.235246609000015,-199.953125,22.703125
10.354764935000006,-199.953125,22.703125
10.473283155999994,-199.953125,22.734375
10.590582781999998,-199.953125,22.703125
10.708419752000012,-199.953125,22.734375
10.826311461999993,-199.953125,22.703125
10.945112339999994,-199.953125,22.703125
11.06657650000001,-199.953125,22.765625
11.186002794999993,-199.953125,22.703125
11.305782839999992,-199.953125,22.703125
11.42495543599999,-199.953125,22.703125
11.544147668000008,-199.953125,22.703125
11.66184885700001,-199.953125,22.765625
11.77998989000001,-199.953125,22.765625
11.897800505999996,-199.953125,22.734375
12.01714596699999,-199.953125,22.734375
12.136736948999996,-199.953125,22.703125
12.256966942000005,-199.953125,22.6875
12.375256203999996,-199.953125,22.765625
12.494210623,-199.953125,22.734375
12.611999103999992,-199.953125,22.734375
12.729845814,-199.953125,22.734375
12.848377315999997,-199.953125,22.734375
12.966690796999998,-199.953125,22.765625
13.086956518999997,-199.953125,22.734375
13.208251774000004,-199.953125,22.765625
13.332748697000014,-199.953125,22.765625
13.45852588199999,-199.953125,22.765625
13.582398743000013,-199.953125,22.734375
13.702545090000015,-199.953125,22.765625
13.82144794700001,-199.953125,22.765625
13.942042367000013,-199.953125,22.765625
14.063704132000012,-199.953125,22.765625
