# pi_control,v0.2.0
# log for:, thermocouple
# date:, 2018_07_25_15_30_35
# meta:, sample
# comment:,
time (s), temperature (C), internal temperature (C)
0.3406780189998244,-199.953125,26.09375
0.8006297019996964,-199.953125,26.09375
1.4877477029999682,-199.953125,26.109375
2.098139768999772,-199.953125,26.109375
2.374966210999901,-199.953125,26.09375
3.0575202699997135,-199.953125,26.03125
3.80829228399989,-199.953125,26.03125
4.111790672999632,-199.953125,26.0625
4.669314617999589,-199.953125,26.140625
5.0522339029998875,-199.953125,26.0625
5.599434547999863,-199.953125,26.0625
5.9971957539996765,-199.953125,26.0625
6.414019064999593,-199.953125,26.09375
6.8564993709997,-199.953125,26.09375
7.537678772999698,-199.953125,26.109375
7.972844235999673,-199.953125,26.0625
8.267168391999803,-199.953125,26.0625
8.68864256400002,-199.953125,26.09375
9.301308638999672,-199.953125,26.0625
9.794436932999815,-199.953125,26.03125
10.459632522999982,-199.953125,26.109375
10.75021227499974,-199.953125,26.0625
11.083472937999886,-199.953125,26.09375
11.870394960999874,-199.953125,26.09375
12.442473412999789,-199.953125,26.0625
13.140150357999573,-199.953125,26.0625
13.590072835999763,-199.953125,26.09375
13.859458120999989,-199.953125,26.109375
14.305046924999715,-199.953125,26.09375
14.910593197999788,-199.953125,26.09375
15.406260300999747,-199.953125,26.0625
16.19034880199979,-199.953125,26.015625
16.74294325999972,-199.953125,26.09375
17.213910403999762,-199.953125,26.0625
17.97024584999963,-199.953125,26.09375
18.7096720669997,-199.953125,26.09375
19.455155822999586,-199.953125,26.140625
19.703382315,-199.953125,26.09375
20.074124307999682,-199.953125,26.140625
20.54918199399981,-199.953125,26.140625
20.873556125999585,-199.953125,26.09375
21.624629859999914,-199.953125,26.09375
21.868405694999637,-199.953125,26.0625
22.18748984299964,-199.953125,26.109375
22.86009060499964,-199.953125,26.09375
23.35236365999981,-199.953125,26.140625
24.150705667999773,-199.953125,26.109375
24.84870883199983,-199.953125,26.09375
25.083569709999665,-199.953125,26.09375
25.62902243499957,-199.953125,26.109375
26.12849443899995,-199.953125,26.109375
26.4752799099997,-199.953125,26.109375
27.05121939599985,-199.953125,26.140625
27.499094649999734,-199.953125,26.09375
27.913672076999774,-199.953125,26.0625
28.490568597999754,-199.953125,26.109375
28.882156757999837,-199.953125,26.140625
29.45633180099958,-199.953125,26.109375
30.278986711000016,-199.953125,26.109375
30.63215357299987,-199.953125,26.09375
30.973854212999868,-199.953125,26.0625
31.293691270999716,-199.953125,26.140625
31.878723305999756,-199.953125,26.140625
32.578434533999825,-199.953125,26.09375
32.879831311999624,-199.953125,26.09375
33.58121775699965,-199.953125,26.09375
33.88936468199972,-199.953125,26.09375
34.65800807699998,-199.953125,26.09375
35.02953364799987,-199.953125,26.0625
35.32025149899982,-199.953125,26.140625
35.86395221199973,-199.953125,26.09375
36.211073974999636,-199.953125,26.09375
36.622198292999656,-199.953125,26.109375
36.942365501999575,-199.953125,26.140625
37.757096378999904,-199.953125,26.109375
37.98172123999984,-199.953125,26.109375
38.351337470999624,-199.953125,26.09375
38.79180541599999,-199.953125,26.140625
39.11799922499995,-199.953125,26.109375
39.46835975499971,-199.953125,26.109375
39.90292781599965,-199.953125,26.140625
40.506162399999994,-199.953125,26.140625
41.22785926999995,-199.953125,26.109375
41.6886694789996,-199.953125,26.109375
42.305393677999746,-199.953125,26.140625
42.66619385499962,-199.953125,26.171875
43.03602273699971,-199.953125,26.09375
43.458216075999644,-199.953125,26.109375
43.98025652599972,-199.953125,26.09375
44.31427287999986,-199.953125,26.09375
44.827005714999814,-199.953125,26.09375
