# pi_control,v0.2.0
# log for:, actuator.speed
# date:, 2018_07_25_15_30_35
# meta:, 
# comment:,
time (s), speed (raw)
0.013439985999866622,0
0.4541388329998881,2048
0.914159423000001,2048
1.6009911189999002,2048
2.211568342999726,2048
2.487888061999911,2048
3.170753216999856,2048
3.921600178999597,2048
4.226586286999918,2048
4.785671751999871,2048
5.169212499999958,2048
5.714909799999987,2048
6.113013247999788,2048
6.529700984999636,2048
6.9725384289999965,2048
7.653296160999616,2048
8.090339969999604,2048
8.383100312999886,2048
8.80456953699968,2048
9.416893733999586,2048
9.910295312000017,2048
10.575504077999994,2048
10.86571028599974,2048
11.19881667699974,2048
11.98677438300001,2048
12.559257161000005,2048
13.256072172999666,2048
13.706292204999954,2048
13.976899685999797,2048
14.421265042999948,2048
15.026190269999915,2048
15.521907320999617,2048
16.306674159999602,2048
16.858661477999703,2048
17.32906991999971,2048
18.086590217999856,2048
18.825244188999932,2048
19.570774767999865,2048
19.81920761499987,2048
20.190839249999954,2048
20.66576287199996,2048
20.99015554599964,2048
21.74111683000001,2048
21.983947711999917,2048
22.302978213999722,2048
22.975646370999584,2048
23.46802156199965,2048
24.26617575599994,2048
24.96475314199961,2048
25.19939026899965,2048
25.745450340999923,2048
26.243942129999596,2048
26.591059842999584,2048
27.167401935999806,2048
27.61800106099963,2048
28.029511019999973,2048
28.60633076899967,2048
28.997683093999967,2048
29.572870642999987,2048
30.39489138199997,2048
30.74958971199976,2048
31.090720556999713,2048
31.408577861999674,2048
31.99469021699997,2048
32.69392461799998,2048
32.99861136599975,2048
33.70175896699993,2048
34.007661554999686,2048
34.773919725999804,2048
35.145169148999685,2048
35.436106323999866,2048
35.982098457999655,2048
36.32486498399976,2048
36.73526065099986,2048
37.055202650999945,2048
37.86997675599969,2048
38.09465875299975,2048
38.464332744999865,2048
38.904699230999995,2048
39.23242711199964,2048
39.58414567099999,2048
40.01637241499975,2048
40.61957444599966,2048
41.340911520999725,2048
41.80184381399977,2048
42.41901129799999,2048
42.77913089699996,2048
43.14914347799959,2048
43.57224781199966,2048
44.09325018199979,2048
44.43147901099974,2048
44.94742092999968,2048
45.426065468999695,2048
46.089122930999565,2048
46.86515482799996,2048
47.44047186999978,2048
47.961626837999574,2048
48.744157469999664,2048
49.101545429,2048
49.73979969899983,2048
50.31844420499965,2048
50.54845560099966,2048
51.13611761199991,2048
51.594661382999675,2048
51.889283667999734,2048
52.471175689999654,2048
52.723031288999664,2048
53.31285648599987,2048
53.65541741499965,2048
54.23599942499959,2048
54.49180994399967,2048
54.76073002699968,2048
55.10546237499966,2048
55.39335888400001,2048
56.163410819999626,2048
56.793790802999865,2048
57.59409449399982,2048
58.18635474899975,2048
58.451986317999854,2048
59.11799381899982,2048
59.731037173000004,2048
60.51169109299963,2048
61.24828087099968,2048
61.608596487999876,2048
62.06092915999989,2048
62.344479331,2048
62.56531633499981,2048
62.79553402399961,2048
63.18548394599975,2048
63.80551681599991,2048
64.04481633399973,2048
64.66490190999957,2048
65.06067009699973,2048
65.546097508,2048
66.36308492799981,2048
66.67967921399986,2048
67.36430004499971,2048
67.88920796799994,2048
68.5017929149999,2048
69.01199563599994,2048
69.32509520999974,2048
70.083428594,2048
70.8524540239996,2048
71.46335108799985,2048
71.82694348399991,2048
72.39974103099985,2048
73.03101744199967,2048
73.45064509299982,2048
74.15151080399983,2048
74.58310165499961,2048
74.8264494189998,2048
75.51098939699978,2048
75.79374673699976,2048
76.49442020099968,2048
76.96222195899963,2048
77.2002164569999,2048
77.79914718099963,2048
78.3429534869997,2048
78.85544078899966,2048
79.65024229799974,2048
80.22594443099979,2048
80.72940963999963,2048
81.158958385,2048
81.75807456999974,2048
82.31722794699999,2048
82.68419316299969,2048
83.2593185149999,2048
83.83575309199978,2048
84.376041343,2048
84.8920540209997,2048
85.18137524799977,2048
85.76370485999996,2048
86.45629606099965,2048
86.68840353399992,2048
87.08487002799984,2048
87.42046097499997,2048
87.94146248199968,2048
88.52131899899996,2048
88.9879139059999,2048
89.50967812299996,2048
89.92626474099961,2048
90.18223653099994,2048
90.77811574999987,2048
91.355039691,2048
91.6660233929997,2048
92.1208017619997,2048
92.9252160039996,2048
93.29707670699963,2048
93.95021274299961,2048
94.29979575099969,2048
94.76826873299979,2048
95.24571734599976,2048
95.90829697899972,2048
96.35981636199995,2048
96.9546269159996,2048
97.18179638099991,2048
97.50299055899995,2048
97.8194450179999,2048
98.35637150399998,2048
99.1550739739996,2048
99.77039298599993,2048
100.02906728399967,2048
100.4094028239997,2048
100.75249005299975,2048
101.52346098699991,2048
102.09301095399996,2048
102.66107132699972,2048
103.14078551399962,2048
103.92475657499972,2048
104.16475533499988,2048
104.69919783499972,2048
105.22468678799987,2048
105.84296518099973,2048
106.13105205599959,2048
106.43314625999983,2048
106.66210380199982,2048
107.08460402699984,2048
107.48090106399968,2048
108.28636193799957,2048
108.67694862600001,2048
109.16382008799974,2048
109.45896710899979,2048
110.08723940999971,2048
110.60411949699983,2048
111.268430566,2048
111.79318064799963,2048
112.32063616300002,2048
112.8825989259999,2048
113.44265672799975,2048
113.78271293399985,2048
114.47820768199972,2048
115.22089262099962,2048
115.69842078399961,2048
116.1919720169999,2048
116.60369450399958,2048
117.21327860099973,2048
117.79790774699995,2048
118.45031898599973,2048
119.0054057049997,2048
119.70410816899994,2048
119.94677662099957,2048
120.53790049099962,2048
121.191699857,2048
121.93056991200001,2048
122.53185602999974,2048
122.81769902099995,2048
123.30119590799995,2048
123.78872005899984,2048
124.03219356499994,2048
124.55852759399977,2048
125.00710420699988,2048
125.7575896909998,2048
126.08342970099966,2048
126.67319506099966,2048
127.01673158599988,2048
127.83515962599995,2048
128.65185463099988,2048
128.9809850749998,2048
129.25954738999963,2048
129.69629397499966,2048
130.49432354599958,2048
130.87816120499974,2048
131.44082919999983,2048
131.69108774199958,2048
131.95483136799976,2048
132.52661248999993,2048
132.99098111799958,2048
133.5436510769996,2048
133.9596369019996,2048
134.32409636299963,2048
134.6275435159996,2048
135.02474224199977,2048
135.36951616299984,2048
135.9569027919997,2048
136.4516350419999,2048
136.84048564099976,2048
137.6173555319997,2048
137.94384188799995,2048
138.19708341199976,2048
138.63463941700002,2048
139.10845293799957,2048
139.69408033199988,2048
140.14646788499977,2048
140.48210424299987,2048
141.06441635299961,2048
141.69213775399976,2048
142.32676279099996,2048
142.92079351199982,2048
143.2151092979998,2048
143.771567752,2048
144.56473777899964,2048
145.39276041699986,2048
146.18335240299984,2048
146.56332928999973,2048
147.38443469099957,2048
148.20788109499972,2048
148.97946144599973,2048
149.41899005300002,2048
149.94015984099997,2048
150.741220891,2048
151.2934847759998,2048
151.89407197899982,2048
152.67848901599973,2048
152.90860220899958,2048
153.50946888999988,2048
153.9313712879998,2048
154.73144221799976,2048
155.4769268719997,2048
155.8563555159999,2048
156.2505598759999,2048
156.97930728699976,2048
157.77719449899996,2048
158.29645457499964,2048
158.62851682899964,2048
159.24157956499994,2048
159.58799471999964,2048
159.92804733499997,2048
160.4339938879998,2048
161.2417072979997,2048
162.00365120499964,2048
162.7506216329998,2048
163.07599097799994,2048
163.88953363599967,2048
164.27814675399986,2048
164.7521587289998,2048
165.08521785799985,2048
165.43614699299997,2048
165.70841454999982,2048
166.44493402099988,2048
166.96789322099994,2048
167.6798375369999,2048
168.3704840659998,2048
168.89631567599963,2048
169.3060689179997,2048
169.86143273799962,2048
170.28295527,2048
170.95526855499975,2048
171.75409235399957,2048
172.2691672789997,2048
172.5532461529997,2048
173.09120819599957,2048
173.67316534999964,2048
174.07006371599982,2048
