# pi_control,v0.2.0
# log for:, thermocouple
# date:, 2018_07_25_15_30_35
# meta:, ambient
# comment:,
time (s), temperature (C), internal temperature (C)
0.3374043509998046,25.078125,25.671875
0.7974140559999796,25.0546875,25.65625
1.4846530989998428,25.0546875,25.625
2.0950194359998022,25.0703125,25.65625
2.371870408999712,25.0703125,25.671875
3.0543973320000077,25.09375,25.65625
3.8051903359996686,25.1015625,25.65625
4.1084197649997805,25.1015625,25.65625
4.661464565999722,25.1328125,25.671875
5.045827088999886,25.0703125,25.625
5.593258151999635,25.03125,25.625
5.9905094069999905,25.0546875,25.625
6.406036355999731,25.1015625,25.65625
6.850141515999894,25.140625,25.671875
7.530352785999639,25.078125,25.625
7.964840744999947,25.0,25.59375
8.260615951999625,25.078125,25.671875
8.68246924099958,24.984375,25.59375
9.294776511999771,25.0703125,25.65625
9.788143765999848,25.0078125,25.625
10.45152679199964,25.03125,25.671875
10.743881191999662,25.0703125,25.671875
11.076131951999741,25.0546875,25.671875
11.862798659999953,25.0234375,25.625
12.435277531999873,24.953125,25.625
13.133380208999824,25.046875,25.671875
13.58308284199984,25.0,25.65625
13.851860778999708,24.9765625,25.59375
14.298229587999685,25.0703125,25.671875
14.90386461099979,25.0078125,25.625
15.399721455999952,24.984375,25.65625
16.182736407999982,25.0078125,25.671875
16.735042321999572,24.984375,25.625
17.207148223999866,25.0234375,25.65625
17.962605642999733,25.046875,25.671875
18.70320082599983,25.03125,25.671875
19.448806665999655,24.984375,25.625
19.696664144999886,25.0,25.65625
20.067595722999613,25.09375,25.703125
20.542586689000018,24.984375,25.625
20.866519568999593,25.0078125,25.625
21.61736085299981,25.03125,25.65625
21.860343349999766,25.0234375,25.65625
22.180891621999763,25.0,25.625
22.853066703999957,25.046875,25.671875
23.34556153099993,25.0078125,25.671875
24.14433578199987,25.0078125,25.625
24.842004881999856,25.0,25.671875
25.076030232999983,25.03125,25.671875
25.620853318999707,25.0,25.625
26.122182573999908,25.046875,25.671875
26.46896346199992,24.9765625,25.59375
27.0448538859996,25.0703125,25.703125
27.490977981000015,25.0,25.625
27.90672973999972,25.0078125,25.671875
28.483543968999584,24.984375,25.625
28.87580010199963,25.03125,25.65625
29.449705662999804,25.09375,25.65625
30.2711809299999,25.0546875,25.65625
30.62518831899979,25.0546875,25.65625
30.96558066899979,25.0546875,25.671875
31.28701315399985,25.0703125,25.65625
31.872500921999745,25.1171875,25.703125
32.571799906999786,25.0546875,25.65625
32.87360783399981,25.0703125,25.65625
33.5748963609999,25.03125,25.625
33.883145370999955,25.078125,25.671875
34.6517817859999,25.046875,25.65625
35.023318346999986,25.09375,25.703125
35.313807133999944,25.0546875,25.65625
35.86066495099976,25.0546875,25.671875
36.20781718299986,25.0234375,25.65625
36.61902879299987,25.0546875,25.65625
36.9385457379999,25.0703125,25.671875
37.75397140999985,25.0703125,25.65625
37.97847397899977,25.0546875,25.65625
38.3481285959997,25.0703125,25.671875
38.78862216599964,25.0,25.59375
39.11486425699968,25.0234375,25.625
39.45548904499992,24.9375,25.578125
39.899736908999785,25.0234375,25.65625
40.503045035000014,25.0703125,25.703125
41.22473341599971,25.0078125,25.625
41.68554305199996,25.046875,25.671875
42.30228704299998,24.9765625,25.65625
42.66306617800001,25.046875,25.671875
43.03290849799987,25.0234375,25.65625
43.45509058599964,25.0546875,25.671875
43.97705546299994,25.0,25.65625
44.303493850999985,25.078125,25.703125
44.820013949999975,25.046875,25.65625
45.29827426799966,25.1015625,25.703125
45.973173161999966,25.0546875,25.671875
46.74606811199965,25.046875,25.671875
47.31726002300002,25.046875,25.671875
47.84537899499992,25.0703125,25.703125
48.628004940999745,25.046875,25.65625
48.980369845999576,25.0234375,25.703125
49.61419002499997,25.03125,25.65625
50.188609971999995,25.078125,25.703125
50.426152459999685,25.0546875,25.671875
51.013894782999614,25.03125,25.625
51.471229275999576,25.09375,25.703125
51.766446147999886,25.09375,25.703125
52.34832280599994,24.9765625,25.59375
52.600400072999946,24.984375,25.625
53.18950229699976,25.046875,25.671875
53.53227213399987,25.078125,25.671875
54.117575320000014,25.046875,25.65625
54.36800793999964,25.0703125,25.65625
54.628084059999765,25.078125,25.671875
54.96247368399963,25.1015625,25.65625
55.276162391999605,25.09375,25.65625
56.046839956999975,25.0,25.625
56.675445658999706,25.0703125,25.65625
57.477465090999885,25.0703125,25.65625
58.069473989000016,25.1171875,25.671875
58.33590775099992,25.09375,25.65625
59.00189155499993,25.1015625,25.671875
59.60933898799976,25.1015625,25.65625
60.39539445299988,25.1171875,25.65625
61.131544331999976,25.1328125,25.671875
61.49157203099958,25.09375,25.65625
61.94390136999982,25.0546875,25.65625
62.22751628099968,25.1328125,25.65625
62.44877089199963,25.15625,25.65625
62.67882436199989,25.1015625,25.65625
63.068164800999966,25.03125,25.625
63.688856321,25.078125,25.671875
63.9282951629998,25.140625,25.671875
64.54207090699992,25.1015625,25.65625
64.93897717399977,25.1640625,25.703125
65.42996639199964,25.078125,25.671875
66.24669224799982,25.1171875,25.65625
66.56278111399979,25.0546875,25.625
67.24679397399996,25.1171875,25.65625
67.77312279099988,25.078125,25.671875
68.38569716499978,25.078125,25.671875
68.89613400299959,25.1015625,25.671875
69.20244993899996,25.0546875,25.625
69.96159853699965,25.078125,25.671875
70.7302177659999,25.0703125,25.65625
71.34096061199989,25.1171875,25.671875
71.70425753699965,25.0703125,25.65625
72.2763010169997,25.046875,25.65625
72.90794216999984,25.1640625,25.734375
73.3283209199999,25.1171875,25.734375
74.02876147199959,25.0703125,25.65625
74.46131008999964,25.078125,25.703125
74.70420149699976,25.1171875,25.734375
75.38811365899983,25.0078125,25.671875
75.66955255199991,25.0625,25.671875
76.36943835599959,25.03125,25.671875
76.8377056889999,25.0078125,25.671875
77.07587159599962,25.03125,25.671875
77.67690774999983,25.0234375,25.65625
78.21523110499993,25.03125,25.671875
78.73153337899976,25.0078125,25.671875
79.52735963399982,25.0,25.625
80.09957762999966,25.0,25.65625
80.60701947999996,25.03125,25.671875
81.03686187199992,25.0,25.65625
81.63349845899984,24.953125,25.625
82.19462023400001,25.0234375,25.703125
82.5604876819998,24.984375,25.65625
83.13284692299976,24.921875,25.625
83.70411261299978,24.984375,25.671875
84.25082106299988,24.984375,25.65625
84.76887880599998,24.8984375,25.59375
85.05577298599974,24.9765625,25.65625
85.64040245599972,25.0,25.671875
86.33934255199983,24.9765625,25.65625
86.57219888499958,25.046875,25.734375
