# pi_control,v0.2.0
# log for:, actuator.position
# date:, 2018_07_25_13_49_56
# meta:, 
# comment:,
time (s), position (raw)
0.010308657999985371,5382
0.011247722000007343,5382
0.021793983999941702,4610
0.032173112000009496,4684
0.04236603999993349,5332
0.052320063000024675,4224
0.06255054400003246,5292
0.0734409209999285,4764
0.08398051700010001,4348
0.09403589399994416,5386
0.10486351100007596,4379
0.11520951300008164,4680
0.12528509799994936,5282
0.1358083400000396,4228
0.1459570500001064,5240
0.15605758300011985,4757
0.16637051199995767,4516
0.17652620100011518,5379
0.18656730699990476,4234
0.19678721500008578,5108
0.20686587299996972,4981
0.2169082289999551,4382
0.22693964700010838,5385
0.23695601400004307,4285
0.24703165100004298,5043
0.25714114199990945,5025
0.26699787300003663,4356
0.27709168699993825,5393
0.28769570999997995,4410
0.2976171800000884,4889
0.30788422399996307,5121
0.31878131999997095,4281
0.3286641449999479,5321
0.3399192619999667,4649
0.35046604600006503,4363
0.360542359999954,5388
0.3715719040001204,4368
0.3818897809999271,4673
0.3919776580000871,5281
0.4028136090000771,4229
0.41294033899998794,5167
0.4231181640000159,4829
0.43351281200011726,4434
0.4435881370000061,5389
0.4537562220000382,4273
0.4641829009999583,4979
0.4742191109999112,5126
0.48438563400009116,4312
0.4950526780000928,5370
0.505164356000023,4608
0.5152690560000792,4696
0.5259728710000218,5317
0.5360917370001061,4236
0.5462820099999135,5216
0.556693844999927,4857
0.5667324510000071,4385
0.5768677759999719,5389
0.5873094549999678,4290
0.5974081649999334,4936
0.6075528129999839,5081
0.6185324610000862,4314
0.6288064840000516,5299
0.6390040480000607,4639
0.6493490610000663,4546
0.6593678229999114,5370
0.6695642930001213,4191
0.6801619099999243,5141
0.690481193000096,5042
0.700825216000112,4333
0.711412103999919,5361
0.7260365489999003,4504
0.7376121350000631,4316
0.7482387630000176,4737
0.7588846090000061,5290
0.7696673820000797,4233
0.7802276029999575,5049
0.7906194380000215,5016
0.8014624719999119,4297
0.8118295680001211,5338
0.8233573420000084,4862
0.8338822509999773,4358
0.8441583569999693,5388
0.8591374370000722,5214
0.8704518259999077,4323
0.880862359000048,4974
0.8916832580000573,5203
0.9020573850000346,4263
0.9126646370000344,5289
0.9238578270001199,4829
0.9341618500000095,4320
0.944615352000028,5380
0.9550759900000685,4531
0.96514042900003,4675
0.9756039310000233,5293
0.9860118599999623,4235
0.9960579660000803,5222
1.0063900620000368,4789
1.0171181999999135,4439
1.027342847,5386
1.0377069740000024,4371
1.0483724040000197,4862
1.0585138220001227,5281
1.0689738349999516,4233
1.0791686909999498,5273
1.0890850569999202,4746
1.099236891999908,4569
1.1093614870001147,5371
1.1194604580000487,4201
1.129745574000026,5206
1.1398662629999308,4905
1.1497512749999714,4412
1.1600519650000933,5384
1.1701132270000016,4254
1.1801027179999437,5044
1.1902599170000485,4954
1.2003959189999023,4358
1.2103272330000436,5389
1.2206069329999991,4294
1.230840278999949,4957
1.2407912280000346,5121
1.2509860840000329,4309
1.2612075019999338,5366
1.2710582950001026,4471
1.2813839850000477,4878
1.291452799000126,5213
1.301481405000004,4271
1.3117767819999244,5364
1.3220980959999906,4619
1.3320342019999316,4618
1.342289578999953,5311
1.3524456850000206,4204
1.3624188740000136,5254
1.3727317509999466,4710
1.3829119189999801,4493
1.3928110459999061,5380
1.4030136100000163,4207
1.4131978410000556,5145
1.4232579049999003,4920
1.433542553000052,4424
1.4437466800000038,5384
1.4536486179999883,4305
1.463972173000002,5033
1.4741604660000576,5093
1.4840953220000301,4311
1.494373355000107,5386
1.5046910230000776,4468
1.5147787959999732,4768
1.5250639119999505,5225
1.5352006949999577,4262
1.5451894049999737,5323
1.5554299380000884,4611
1.5656279709999126,4596
1.5755253790000552,5340
1.585889922999968,4203
1.5962257680000675,5246
1.606241510000018,4841
1.6164263139999093,4487
1.6273760139999922,5381
1.6373709219999455,4383
1.6491705190001085,4939
1.6600127720000728,5385
1.6699710130001222,4244
1.680862796999918,5098
1.6916966640001192,5232
1.7023046980000345,4247
1.713811066000062,5180
1.7243938910000907,5153
1.734963278000123,4295
1.745565114000101,5332
1.7560802309999417,4799
1.7664924309999606,4494
1.777276767000103,5387
1.7875193310001123,4417
1.798158457999989,4859
1.8087968560000718,5303
1.8239782810001088,4221
1.8352836589999697,4311
1.8462861200000589,5176
1.8566633719999572,4872
1.867535989000089,4348
1.8779035540001132,5363
1.8884848679999777,4533
1.8992017040000064,4603
1.9098080710000431,5384
1.920913187999986,4234
1.9312526280000384,4877
1.941575192000073,5248
1.9521964030000163,4243
1.9625703219999195,5277
1.9725957499999822,4763
1.9830223769999975,4517
1.993427286000042,5382
2.0034204749999844,4258
2.0137734039999486,5087
2.0241555509999216,5064
2.034274833999916,4310
2.0446008359999723,5381
2.0550714220000827,4533
2.065036955000096,4707
2.0753233210000417,5260
2.0856969789999766,4240
2.095764908000092,5271
2.105914971999937,4713
2.1162896200000887,4511
2.1263482260001183,5380
2.1366755819999526,4206
2.147002053000051,5076
2.1570725330000187,5040
2.1674686920000568,4361
2.1780005269999947,5372
2.188000226999975,4507
2.198381488999985,4806
2.209866242000089,5287
2.221449016999941,4344
2.233060645000023,4658
2.2446186800000305,5385
2.256357600000001,4645
2.267878395000025,4381
2.2794915340000443,5316
2.291230194000036,4958
2.3020733319999636,4297
2.3124961569999414,5293
2.323530389000098,4746
2.3337924320001093,4355
2.343689526999924,5394
2.354013759000054,4303
2.3641232499999205,4951
2.3740099799999825,5105
2.384247023999933,4337
2.3943993800000953,5377
2.404339964999963,4449
2.4147731539999313,4869
2.4249041559999114,5222
2.4348400010001114,4265
2.445105065000007,5365
2.4552603899999212,4621
2.465140662000067,4657
2.4754915080000046,5284
2.485624072000064,4235
2.495564345000048,5268
2.505998628000043,4674
2.5163022340000225,4493
2.526290058000086,5381
2.5366273100000853,4208
2.546738833000063,5085
2.55663030300002,4961
2.566680574999964,4417
2.576991890000045,5390
2.586950703999946,4315
2.5972326950000024,5045
2.6073751549999997,5075
2.617358136000121,4313
2.62755851299994,5387
2.6378654000000097,4439
2.64782108899999,4840
2.658096569999998,5177
2.66820673899997,4277
2.678151593999928,5345
2.6884313979999206,4526
2.69865963999996,4651
2.708617256000025,5312
2.7191005489999043,4216
2.729316759000085,5266
2.7393047400000796,4790
2.749565690000054,4535
2.759787003999918,5375
2.7697026929999993,4220
2.7800493720001214,5159
2.790144749000092,4959
2.8000233019999996,4387
2.8101531580000483,5387
2.8203144720000637,4287
2.830337765999957,5032
2.840571007000108,5015
2.850648675000002,4335
2.8606017600000087,5387
2.870897136999929,4339
2.8810402219999105,4887
2.8909156500001245,5158
2.901187121000021,4309
2.9112785390000226,5372
2.921238968000125,4499
2.93151497000008,4850
2.9418867009999303,5273
2.95179796299999,4241
2.962103182999954,5341
2.972234237000066,4685
2.982152686000063,4595
2.9923443130001033,5316
3.0025322419999156,4222
3.0125152230000367,5259
3.0228384639999604,4742
3.033067955999968,4489
3.04303802000004,5382
3.0532658439999523,4217
3.063450752000108,5092
3.0733102429999235,4971
3.0835430679999263,4416
3.093673444999922,5388
3.103614185999959,4311
3.113763625000047,5051
3.1239310850000948,5052
3.133910055000115,4333
3.1442132970000785,5383
3.1543399750000845,4427
3.1642768619999515,4867
3.1744860930000414,5116
3.184615324000106,4301
3.194499138000083,5367
3.204817692000006,4461
3.2149927559999014,4742
3.2249136529999305,5270
3.235263301000032,4242
3.2456836260000728,5292
3.2555690550000236,4700
3.265875213000072,4592
3.276014339000085,5359
3.2859302370000023,4211
3.296200717999909,5243
3.306365157000073,4856
3.316283085000123,4463
3.3265924209999866,5374
3.337970506999909,4452
3.3478516650000074,4793
3.358033134999914,5163
3.3681703869999637,4284
3.378069721999964,5348
3.3883265570000276,4512
3.3985185999999885,4689
3.4084287160001168,5303
3.4186727910000627,4220
3.4295871270001044,5291
3.439383909000071,4826
3.4496103280000625,4516
3.4597860690000743,5380
3.4699674359999335,4228
3.4803006770000593,5114
3.4904473040000994,5031
3.5003828359999716,4342
3.5106310260000555,5390
3.521303902999989,4469
3.5313486029999694,4802
3.541404344000057,5201
3.5516931059999024,4278
3.561556087000099,5341
3.5717845879999004,4541
3.581913507000081,4680
3.5918124249999437,5297
3.602036291000104,4222
3.6122478140000567,5305
3.6223872010000377,4718
3.6325619530000495,4562
3.642692173000114,5357
3.6526543719999154,4199
3.6629086559998996,5244
3.6730862720000914,4852
3.682979408999927,4451
3.693211139999903,5379
3.7033292250000613,4238
3.7133515279999756,5081
3.723557582000012,4939
3.733736083999929,4363
3.7436912519999623,5386
3.753984285000115,4295
3.7641194010000163,4957
3.7739842050000334,5102
3.78415390400005,4336
3.794308656000112,5378
3.804205439000043,4438
3.8145886279999104,4927
3.8246169730000474,5186
3.8347510480000437,4281
3.844953196000006,5367
3.85515081199992,4579
3.864982490000102,4683
3.875192138000102,5253
3.8853073059999588,4246
3.8952134640001077,5324
3.905424518000018,4606
3.9155591650001043,4608
3.925458811999988,5328
3.935640908000096,4199
3.9457855030000246,5281
3.9557384320000892,4745
3.9659818289999293,4574
3.9761757480000597,5369
3.986025760000075,4209
3.9962930110000343,5221
4.006381825000062,4853
4.01634173299999,4445
4.026581641000121,5381
4.0368151430000125,4240
4.0467458840000745,5064
4.057007354999996,4952
4.067087262000086,4358
4.076999513999908,5383
4.087244005000002,4289
4.0973652669999865,4957
4.107253038999943,5093
4.117385498999965,4330
4.127492333999953,5379
4.137571043999969,4404
4.147797307000019,4925
4.157935963999989,5174
4.167785767999931,4283
4.178047446999926,5374
4.1881450109999605,4509
4.198079085000018,4743
4.208277014000032,5199
4.21866947400008,4269
4.228595162999909,5319
4.238952519000122,4628
4.249122271000033,4574
4.259087700000009,5362
4.2693200559999696,4196
4.279469234000089,5209
4.289395705000061,4811
4.299627851999958,4510
4.309813646000066,5376
4.319839335000097,4228
4.330106951000062,5144
4.340282275999925,4977
4.350184422999973,4364
4.36044271600008,5385
4.3705558009999095,4323
4.3804765939999015,4982
4.390629106000006,5028
4.4007274519999555,4331
4.410657932000049,5381
4.420790497000098,4361
4.430885560999968,4937
4.440995259999909,5127
4.451206418000083,4304
